dataset,model,task,protocol,seed,subject_id,metric_name,metric_value,num_recordings,checkpoint_id,artifact_scope
meg_scans_canonical_05_08hz_64hz_sub03,eegnet_mag102_smoke,audiobook_envelope_reconstruction,meg_scans_canonical_model_readiness_v1,0,sub-03,mean_recording_pearson_r,0.11356901800351529,4,epoch_1_smoke,smoke_only
meg_scans_canonical_05_08hz_64hz_sub03,ridge_all306,audiobook_envelope_reconstruction,meg_scans_canonical_model_readiness_v1,0,sub-03,mean_recording_pearson_r,0.16978736802255778,4,alpha_100.0,actual
meg_scans_canonical_05_08hz_64hz_sub03,ridge_mag102,audiobook_envelope_reconstruction,meg_scans_canonical_model_readiness_v1,0,sub-03,mean_recording_pearson_r,0.15330705320745663,4,alpha_100.0,actual
