run_index,best_epoch,epochs_completed,best_val_score,test_metric,independent_pearson_metric,first_test_input_hash,prediction_hash
1,2,12,0.11765319084127744,0.02166360125528517,0.02166360125528517,f761f700196e2e2cb35dc101ec3bcbedc5c2db28716a4e5967c5a83815d63289,737aef998ad669aef6fa1018d6a0f430e9afaef846c06c4f777af3f0788494c1
2,2,12,0.09747411018858353,0.01565069587715324,0.01565069587715324,f761f700196e2e2cb35dc101ec3bcbedc5c2db28716a4e5967c5a83815d63289,8416b2d1969bca1afc635b4213942758fceb82fa29268cbeedd90d34a78fdbd4
