dataset,subject_id,model,seed,protocol,epoch,train_loss,val_score,best_epoch,epochs_completed,is_best_epoch
weissbart_tf64,P11,happyquokka,0,gate0_gate2_subject_specific_happyquokka_seeded_weissbart_full_v1,35,0.007943456759676337,0.09849919849075377,37,47,False
weissbart_tf64,P11,happyquokka,0,gate0_gate2_subject_specific_happyquokka_seeded_weissbart_full_v1,36,0.07382002472877502,0.13585356945792834,37,47,False
weissbart_tf64,P11,happyquokka,0,gate0_gate2_subject_specific_happyquokka_seeded_weissbart_full_v1,37,-0.011613077949732542,0.15457118625442187,37,47,True
weissbart_tf64,P11,happyquokka,0,gate0_gate2_subject_specific_happyquokka_seeded_weissbart_full_v1,38,0.012564187869429588,0.13070415159066517,37,47,False
weissbart_tf64,P11,happyquokka,0,gate0_gate2_subject_specific_happyquokka_seeded_weissbart_full_v1,39,0.04081350797787309,0.1051129687577486,37,47,False
weissbart_tf64,P11,happyquokka,0,gate0_gate2_subject_specific_happyquokka_seeded_weissbart_full_v1,40,0.04743286641314626,0.10495714657008648,37,47,False
weissbart_tf64,P11,happyquokka,0,gate0_gate2_subject_specific_happyquokka_seeded_weissbart_full_v1,41,0.057515287306159735,0.10548757078746955,37,47,False
weissbart_tf64,P11,happyquokka,0,gate0_gate2_subject_specific_happyquokka_seeded_weissbart_full_v1,42,0.07682561920955777,0.09967262845796844,37,47,False
weissbart_tf64,P11,happyquokka,0,gate0_gate2_subject_specific_happyquokka_seeded_weissbart_full_v1,43,0.03332496737129986,0.0913985912532856,37,47,False
weissbart_tf64,P11,happyquokka,0,gate0_gate2_subject_specific_happyquokka_seeded_weissbart_full_v1,44,0.06891114357858896,0.12367312954738736,37,47,False
weissbart_tf64,P11,happyquokka,0,gate0_gate2_subject_specific_happyquokka_seeded_weissbart_full_v1,45,0.03394483029842377,0.13624279995759328,37,47,False
weissbart_tf64,P11,happyquokka,0,gate0_gate2_subject_specific_happyquokka_seeded_weissbart_full_v1,46,0.008966044755652547,0.1096452604358395,37,47,False
weissbart_tf64,P11,happyquokka,0,gate0_gate2_subject_specific_happyquokka_seeded_weissbart_full_v1,47,-0.00919508677907288,0.11100038414200147,37,47,False
weissbart_tf64,P10,happyquokka,0,gate0_gate2_subject_specific_happyquokka_seeded_weissbart_full_v1,1,0.9750781543552876,0.02582251748535782,34,44,False
weissbart_tf64,P10,happyquokka,0,gate0_gate2_subject_specific_happyquokka_seeded_weissbart_full_v1,2,0.7310233041644096,0.0020198725008716187,34,44,False
weissbart_tf64,P10,happyquokka,0,gate0_gate2_subject_specific_happyquokka_seeded_weissbart_full_v1,3,0.40978775918483734,0.022972178210814796,34,44,False
weissbart_tf64,P10,happyquokka,0,gate0_gate2_subject_specific_happyquokka_seeded_weissbart_full_v1,4,0.33340397477149963,0.03734725131653249,34,44,False
weissbart_tf64,P10,happyquokka,0,gate0_gate2_subject_specific_happyquokka_seeded_weissbart_full_v1,5,0.26630719378590584,0.038259354420006275,34,44,False
weissbart_tf64,P10,happyquokka,0,gate0_gate2_subject_specific_happyquokka_seeded_weissbart_full_v1,6,0.2560313120484352,0.030133799898127714,34,44,False
weissbart_tf64,P10,happyquokka,0,gate0_gate2_subject_specific_happyquokka_seeded_weissbart_full_v1,7,0.19814742356538773,0.033230219750354686,34,44,False
weissbart_tf64,P10,happyquokka,0,gate0_gate2_subject_specific_happyquokka_seeded_weissbart_full_v1,8,0.2738933265209198,0.017737674340605736,34,44,False
weissbart_tf64,P10,happyquokka,0,gate0_gate2_subject_specific_happyquokka_seeded_weissbart_full_v1,9,0.1876920461654663,-0.00648352305094401,34,44,False
weissbart_tf64,P10,happyquokka,0,gate0_gate2_subject_specific_happyquokka_seeded_weissbart_full_v1,10,0.20932284370064735,0.0369670960198467,34,44,False
weissbart_tf64,P10,happyquokka,0,gate0_gate2_subject_specific_happyquokka_seeded_weissbart_full_v1,11,0.21718887984752655,0.034753740889330705,34,44,False
weissbart_tf64,P10,happyquokka,0,gate0_gate2_subject_specific_happyquokka_seeded_weissbart_full_v1,12,0.17383814975619316,0.009896011091768742,34,44,False
weissbart_tf64,P10,happyquokka,0,gate0_gate2_subject_specific_happyquokka_seeded_weissbart_full_v1,13,0.17125501856207848,0.038279862329363826,34,44,False
weissbart_tf64,P10,happyquokka,0,gate0_gate2_subject_specific_happyquokka_seeded_weissbart_full_v1,14,0.15729277580976486,0.036845446874698005,34,44,False
weissbart_tf64,P10,happyquokka,0,gate0_gate2_subject_specific_happyquokka_seeded_weissbart_full_v1,15,0.14963765069842339,0.030631837093581755,34,44,False
weissbart_tf64,P10,happyquokka,0,gate0_gate2_subject_specific_happyquokka_seeded_weissbart_full_v1,16,0.17056040093302727,0.023555671672026317,34,44,False
weissbart_tf64,P10,happyquokka,0,gate0_gate2_subject_specific_happyquokka_seeded_weissbart_full_v1,17,0.077369699254632,0.03261845918993155,34,44,False
weissbart_tf64,P10,happyquokka,0,gate0_gate2_subject_specific_happyquokka_seeded_weissbart_full_v1,18,0.13332035392522812,0.04291410222649574,34,44,False
weissbart_tf64,P10,happyquokka,0,gate0_gate2_subject_specific_happyquokka_seeded_weissbart_full_v1,19,0.10725305043160915,0.06627544661362966,34,44,False
weissbart_tf64,P10,happyquokka,0,gate0_gate2_subject_specific_happyquokka_seeded_weissbart_full_v1,20,0.1379283256828785,0.06444677097412448,34,44,False
weissbart_tf64,P10,happyquokka,0,gate0_gate2_subject_specific_happyquokka_seeded_weissbart_full_v1,21,0.15200287103652954,0.07554667300234238,34,44,False
weissbart_tf64,P10,happyquokka,0,gate0_gate2_subject_specific_happyquokka_seeded_weissbart_full_v1,22,0.149311738088727,0.05624594396601121,34,44,False
weissbart_tf64,P10,happyquokka,0,gate0_gate2_subject_specific_happyquokka_seeded_weissbart_full_v1,23,0.14475411549210548,0.1152023237819473,34,44,False
weissbart_tf64,P10,happyquokka,0,gate0_gate2_subject_specific_happyquokka_seeded_weissbart_full_v1,24,0.11721942154690623,0.10000256672501565,34,44,False
weissbart_tf64,P10,happyquokka,0,gate0_gate2_subject_specific_happyquokka_seeded_weissbart_full_v1,25,0.1295041050761938,0.04356975707535942,34,44,False
weissbart_tf64,P10,happyquokka,0,gate0_gate2_subject_specific_happyquokka_seeded_weissbart_full_v1,26,0.14045513793826103,0.06262749743958314,34,44,False
weissbart_tf64,P10,happyquokka,0,gate0_gate2_subject_specific_happyquokka_seeded_weissbart_full_v1,27,0.09348622523248196,0.0867101381532848,34,44,False
weissbart_tf64,P10,happyquokka,0,gate0_gate2_subject_specific_happyquokka_seeded_weissbart_full_v1,28,0.12778367660939693,0.025394645457466444,34,44,False
weissbart_tf64,P10,happyquokka,0,gate0_gate2_subject_specific_happyquokka_seeded_weissbart_full_v1,29,0.20118789561092854,0.07022092491388321,34,44,False
weissbart_tf64,P10,happyquokka,0,gate0_gate2_subject_specific_happyquokka_seeded_weissbart_full_v1,30,0.17926056683063507,0.07499579498544336,34,44,False
weissbart_tf64,P10,happyquokka,0,gate0_gate2_subject_specific_happyquokka_seeded_weissbart_full_v1,31,0.12468265555799007,0.09339347397908568,34,44,False
weissbart_tf64,P10,happyquokka,0,gate0_gate2_subject_specific_happyquokka_seeded_weissbart_full_v1,32,0.15760957077145576,0.11538307120402654,34,44,False
weissbart_tf64,P10,happyquokka,0,gate0_gate2_subject_specific_happyquokka_seeded_weissbart_full_v1,33,0.14241888374090195,0.11081977461775144,34,44,False
weissbart_tf64,P10,happyquokka,0,gate0_gate2_subject_specific_happyquokka_seeded_weissbart_full_v1,34,0.11344238743185997,0.14072428348784646,34,44,True
weissbart_tf64,P10,happyquokka,0,gate0_gate2_subject_specific_happyquokka_seeded_weissbart_full_v1,35,0.10171407833695412,0.13279081558187802,34,44,False
weissbart_tf64,P10,happyquokka,0,gate0_gate2_subject_specific_happyquokka_seeded_weissbart_full_v1,36,0.08919347543269396,0.1126055580874284,34,44,False
weissbart_tf64,P10,happyquokka,0,gate0_gate2_subject_specific_happyquokka_seeded_weissbart_full_v1,37,0.05518219666555524,0.09117727528015772,34,44,False
weissbart_tf64,P10,happyquokka,0,gate0_gate2_subject_specific_happyquokka_seeded_weissbart_full_v1,38,0.06704233458731323,0.11595900226384401,34,44,False
weissbart_tf64,P10,happyquokka,0,gate0_gate2_subject_specific_happyquokka_seeded_weissbart_full_v1,39,0.10908389533869922,0.1365028529117505,34,44,False
weissbart_tf64,P10,happyquokka,0,gate0_gate2_subject_specific_happyquokka_seeded_weissbart_full_v1,40,0.1102460459806025,0.11943554207682609,34,44,False
weissbart_tf64,P10,happyquokka,0,gate0_gate2_subject_specific_happyquokka_seeded_weissbart_full_v1,41,0.09670096263289452,0.08140252819284796,34,44,False
weissbart_tf64,P10,happyquokka,0,gate0_gate2_subject_specific_happyquokka_seeded_weissbart_full_v1,42,0.09690820798277855,0.09358094483613968,34,44,False
weissbart_tf64,P10,happyquokka,0,gate0_gate2_subject_specific_happyquokka_seeded_weissbart_full_v1,43,0.14379864046350121,0.10971919695536296,34,44,False
weissbart_tf64,P10,happyquokka,0,gate0_gate2_subject_specific_happyquokka_seeded_weissbart_full_v1,44,0.08647127286531031,0.11821984437604745,34,44,False
weissbart_tf64,P09,happyquokka,0,gate0_gate2_subject_specific_happyquokka_seeded_weissbart_full_v1,1,0.9443566240370274,0.06977305924519897,33,43,False
weissbart_tf64,P09,happyquokka,0,gate0_gate2_subject_specific_happyquokka_seeded_weissbart_full_v1,2,0.24316608533263206,0.11629822800556819,33,43,False
