dataset,label,g_con,epoch,train_loss,val_loss,val_metric,lr
weissbart_tf64,HappyQuokka g_con=True,True,1,0.7395880619684855,0.19332547455261914,0.02227217381592849,0.0005
weissbart_tf64,HappyQuokka g_con=True,True,2,0.26178615788618725,0.19092285124919353,0.03483273211593489,0.0005
weissbart_tf64,HappyQuokka g_con=True,True,3,0.22995099425315857,0.1945844495525727,0.02931815644461984,0.0005
weissbart_tf64,HappyQuokka g_con=True,True,4,0.20772617558638254,0.15861149246876055,0.03511886386296306,0.0005
weissbart_tf64,HappyQuokka g_con=True,True,5,0.20471488187710443,0.14659443574073988,0.037153555877795535,0.0005
weissbart_tf64,HappyQuokka g_con=True,True,6,0.1814555029074351,0.16123004555702208,0.04220444128762047,0.0005
weissbart_tf64,HappyQuokka g_con=True,True,7,0.15150947123765945,0.15676027544033833,0.03585142662632279,0.0005
weissbart_tf64,HappyQuokka g_con=True,True,8,0.1525194694598516,0.13381909124362162,0.047212213566168566,0.0005
weissbart_tf64,HappyQuokka g_con=True,True,9,0.15023596584796906,0.12987601397893367,0.05934588820434725,0.0005
weissbart_tf64,HappyQuokka g_con=True,True,10,0.1440588335196177,0.10693060167324848,0.07177400235534431,0.0005
weissbart_tf64,HappyQuokka g_con=True,True,11,0.12257244562109311,0.11380626074014566,0.07314347221728008,0.0005
weissbart_tf64,HappyQuokka g_con=True,True,12,0.12310427551468213,0.08588420561490914,0.09428297030226065,0.0005
weissbart_tf64,HappyQuokka g_con=True,True,13,0.11176156376798947,0.07837874342997869,0.09896688605837811,0.0005
weissbart_tf64,HappyQuokka g_con=True,True,14,0.10963004703323047,0.09374523174304228,0.09655663051063386,0.0005
weissbart_tf64,HappyQuokka g_con=True,True,15,0.09969359015425046,0.08958195318014193,0.10160108433143857,0.0005
weissbart_tf64,HappyQuokka g_con=True,True,16,0.09685629233717918,0.07995026218585478,0.10738910009878544,0.0005
weissbart_tf64,HappyQuokka g_con=True,True,17,0.07594849169254303,0.07471876855079944,0.10338443644428387,0.0005
weissbart_tf64,HappyQuokka g_con=True,True,18,0.07674980101486047,0.06942707307827778,0.10494682295427013,0.0005
weissbart_tf64,HappyQuokka g_con=True,True,19,0.056876216704646744,0.05751913843246607,0.12458432389673992,0.0005
weissbart_tf64,HappyQuokka g_con=True,True,20,0.06035695100824038,0.08651704811132871,0.10102847431463978,0.0005
weissbart_tf64,HappyQuokka g_con=True,True,21,0.06838015094399452,0.07448048549584853,0.11811526018845586,0.0005
weissbart_tf64,HappyQuokka g_con=True,True,22,0.054361200580994286,0.0851477263829647,0.08885582933263579,0.0005
weissbart_tf64,HappyQuokka g_con=True,True,23,0.07243130542337894,0.058437276306824805,0.13111401183421736,0.0005
weissbart_tf64,HappyQuokka g_con=True,True,24,0.06779180653393269,0.07084386134758974,0.10130498687376996,0.0005
weissbart_tf64,HappyQuokka g_con=True,True,25,0.07377305999398232,0.06080297915599285,0.12954509251822646,0.0005
weissbart_tf64,HappyQuokka g_con=True,True,26,0.0638582364966472,0.05518398663172355,0.120608809805111,0.0005
weissbart_tf64,HappyQuokka g_con=True,True,27,0.045374887684981026,0.052975980975689035,0.12548485364084347,0.0005
weissbart_tf64,HappyQuokka g_con=True,True,28,0.03179729590192437,0.04711080224086077,0.13017179041903895,0.0005
weissbart_tf64,HappyQuokka g_con=True,True,29,0.04973168671131134,0.03194916779414202,0.14422614040757673,0.0005
weissbart_tf64,HappyQuokka g_con=True,True,30,0.041942208694914974,0.054446210884130916,0.12219955892397616,0.0005
weissbart_tf64,HappyQuokka g_con=True,True,31,0.04682091251015663,0.038874210302646345,0.13625750982930931,0.0005
weissbart_tf64,HappyQuokka g_con=True,True,32,0.04250027767072121,0.03248986345835221,0.13965854521912452,0.0005
weissbart_tf64,HappyQuokka g_con=True,True,33,0.033639400421331324,0.037160654060351545,0.1394442103146456,0.0005
weissbart_tf64,HappyQuokka g_con=True,True,34,0.03913021724050244,0.04470409414707086,0.13238682250122133,0.0005
weissbart_tf64,HappyQuokka g_con=True,True,35,0.031062392983585596,0.0475167188124779,0.12892808841723494,0.0005
weissbart_tf64,HappyQuokka g_con=True,True,36,0.0317290344585975,0.026533853511015573,0.1465960086397946,0.0005
weissbart_tf64,HappyQuokka g_con=True,True,37,0.03975368570536375,0.02956393017218663,0.14169015609002553,0.0005
weissbart_tf64,HappyQuokka g_con=True,True,38,0.024667292096031208,0.030342979270678302,0.1477282813159176,0.0005
weissbart_tf64,HappyQuokka g_con=True,True,39,0.017861314156713586,0.02403048139352065,0.14941713448661642,0.0005
weissbart_tf64,HappyQuokka g_con=True,True,40,0.025693915629138548,0.020508867578628735,0.1511670446467365,0.0005
weissbart_tf64,HappyQuokka g_con=True,True,41,0.03456588337818781,0.020300291784298725,0.15188806300373892,0.0005
weissbart_tf64,HappyQuokka g_con=True,True,42,0.012994314621513089,0.029937451886825072,0.14829100200022832,0.0005
weissbart_tf64,HappyQuokka g_con=True,True,43,0.013109234879569462,0.03100421933027414,0.1406959149013393,0.0005
weissbart_tf64,HappyQuokka g_con=True,True,44,0.01009123461941878,0.024198426191623393,0.14827907655025438,0.0005
weissbart_tf64,HappyQuokka g_con=True,True,45,0.008447242667898536,0.05313935348620782,0.1217454833485998,0.0005
weissbart_tf64,HappyQuokka g_con=True,True,46,0.011053389636799693,0.0499514483106442,0.13092186237888362,0.0005
weissbart_tf64,HappyQuokka g_con=True,True,47,0.01414804277010262,0.031631764120016344,0.14909088109793045,0.0005
weissbart_tf64,HappyQuokka g_con=True,True,48,0.033231860026717186,0.020956847835809755,0.1521773994201421,0.0005
weissbart_tf64,HappyQuokka g_con=True,True,49,0.030921196409811575,0.029375265003778996,0.1467610774633403,0.0005
weissbart_tf64,HappyQuokka g_con=True,True,50,0.02893847630669673,0.01841737436942565,0.15180631220543708,0.0005
weissbart_tf64,HappyQuokka g_con=True,True,51,0.005968750920146704,0.022925218977989294,0.15137513735158464,0.00045000000000000004
weissbart_tf64,HappyQuokka g_con=True,True,52,0.015751054044812918,0.020415804363214052,0.15360688062098163,0.00045000000000000004
weissbart_tf64,HappyQuokka g_con=True,True,53,0.010788211055720845,0.03490022321542104,0.13832156925002495,0.00045000000000000004
weissbart_tf64,HappyQuokka g_con=True,True,54,0.0013921950788547595,0.03498832736259852,0.14100106666103387,0.00045000000000000004
weissbart_tf64,HappyQuokka g_con=True,True,55,0.014294762862846255,0.019596702395341337,0.15242555650213782,0.00045000000000000004
weissbart_tf64,HappyQuokka g_con=True,True,56,0.01184736320283264,0.011571054122386834,0.15822514489125938,0.00045000000000000004
weissbart_tf64,HappyQuokka g_con=True,True,57,-0.011139718039582172,0.030479872838044778,0.14278565987128203,0.00045000000000000004
weissbart_tf64,HappyQuokka g_con=True,True,58,-0.0023838008055463433,0.009224299589792888,0.16378202124809224,0.00045000000000000004
weissbart_tf64,HappyQuokka g_con=True,True,59,-0.022338675800710917,0.0172156919271518,0.15301616063463883,0.00045000000000000004
weissbart_tf64,HappyQuokka g_con=True,True,60,-0.017111190672342975,0.02035358911141371,0.1521644382427136,0.00045000000000000004
weissbart_tf64,HappyQuokka g_con=True,True,61,-0.012958610197529197,0.020335320975535955,0.15238962869327038,0.00045000000000000004
weissbart_tf64,HappyQuokka g_con=True,True,62,-0.010958675139894089,0.026931892450039203,0.14627352896719598,0.00045000000000000004
weissbart_tf64,HappyQuokka g_con=True,True,63,-0.006342030013911426,0.010882706252428202,0.15732083790263948,0.00045000000000000004
weissbart_tf64,HappyQuokka g_con=True,True,64,-0.0041724934708327055,0.004615944623947143,0.16649935607714816,0.00045000000000000004
weissbart_tf64,HappyQuokka g_con=True,True,65,-0.013318747320833305,0.006684307677623553,0.16697586443105814,0.00045000000000000004
weissbart_tf64,HappyQuokka g_con=True,True,66,-0.020434057417636115,0.018685157329608234,0.15042781269756886,0.00045000000000000004
weissbart_tf64,HappyQuokka g_con=True,True,67,-0.00539410556666553,0.010756536783316197,0.16408238287967367,0.00045000000000000004
weissbart_tf64,HappyQuokka g_con=True,True,68,-0.008562958256031076,0.004883193625853612,0.16320822401187168,0.00045000000000000004
weissbart_tf64,HappyQuokka g_con=True,True,69,-0.024301814070592325,0.004129853042272421,0.16647861063575897,0.00045000000000000004
weissbart_tf64,HappyQuokka g_con=True,True,70,-0.01923233309450249,0.0014299688813013908,0.16831164014442132,0.00045000000000000004
weissbart_tf64,HappyQuokka g_con=True,True,71,-0.04982935357838869,-0.0012611167553143623,0.17026715127584072,0.00045000000000000004
weissbart_tf64,HappyQuokka g_con=True,True,72,-0.023055283236317337,0.005447129332102262,0.16401972938866283,0.00045000000000000004
weissbart_tf64,HappyQuokka g_con=True,True,73,-0.025042756033750873,0.01665246123686815,0.15573637093393466,0.00045000000000000004
weissbart_tf64,HappyQuokka g_con=True,True,74,-0.0277356809626023,0.0038598694862463537,0.16362261176855566,0.00045000000000000004
weissbart_tf64,HappyQuokka g_con=True,True,75,-0.013845901703462005,-0.004952136904765398,0.1755356906208759,0.00045000000000000004
weissbart_tf64,HappyQuokka g_con=True,True,76,-0.03794653279085954,0.007743183695352995,0.1642374933267442,0.00045000000000000004
weissbart_tf64,HappyQuokka g_con=True,True,77,-0.023015231049309175,-0.0022018344356463508,0.17206743100347618,0.00045000000000000004
weissbart_tf64,HappyQuokka g_con=True,True,78,-0.023269161155136924,0.003196533024311066,0.1676620048482735,0.00045000000000000004
weissbart_tf64,HappyQuokka g_con=True,True,79,-0.03901686845347285,-0.0033763242073548147,0.17450313588890892,0.00045000000000000004
weissbart_tf64,HappyQuokka g_con=True,True,80,-0.028012344768891733,0.007848263512819241,0.15986782323243692,0.00045000000000000004
weissbart_tf64,HappyQuokka g_con=True,True,81,-0.031079215928912163,0.0033880093158819738,0.16592814822514088,0.00045000000000000004
weissbart_tf64,HappyQuokka g_con=True,True,82,-0.009742575542380413,-0.006108178160129449,0.17350451761068633,0.00045000000000000004
weissbart_tf64,HappyQuokka g_con=True,True,83,-0.030052189094324906,0.00638974198164084,0.16386292172380937,0.00045000000000000004
weissbart_tf64,HappyQuokka g_con=True,True,84,-0.05791001611699661,0.0006835193588183476,0.16959205879232822,0.00045000000000000004
weissbart_tf64,HappyQuokka g_con=True,True,85,-0.026910931182404358,-0.008018847382985628,0.17591904560342814,0.00045000000000000004
weissbart_tf64,HappyQuokka g_con=True,True,86,-0.05763851727048556,0.010655211752805954,0.1594912368648996,0.00045000000000000004
weissbart_tf64,HappyQuokka g_con=True,True,87,-0.03441298853916427,0.002834043059593592,0.16618442250153,0.00045000000000000004
weissbart_tf64,HappyQuokka g_con=True,True,88,-0.0375107458482186,0.005550711238995577,0.16572834190327482,0.00045000000000000004
weissbart_tf64,HappyQuokka g_con=True,True,89,-0.04028180676201979,-0.005828398313277807,0.17321910193213857,0.00045000000000000004
weissbart_tf64,HappyQuokka g_con=True,True,90,-0.05384762228156129,-0.009351514738339645,0.17779912068389164,0.00045000000000000004
weissbart_tf64,HappyQuokka g_con=True,True,91,-0.04968641993279258,-0.005137143799891839,0.17456090981439235,0.00045000000000000004
weissbart_tf64,HappyQuokka g_con=True,True,92,-0.03832164069171995,0.005772221011993213,0.16429770017424838,0.00045000000000000004
weissbart_tf64,HappyQuokka g_con=True,True,93,-0.038088818973240755,0.0006414406192608369,0.16856888562966232,0.00045000000000000004
weissbart_tf64,HappyQuokka g_con=True,True,94,-0.05833919004847606,-0.0006377745133179885,0.1689494690947378,0.00045000000000000004
weissbart_tf64,HappyQuokka g_con=True,True,95,-0.0422668776785334,0.009807015420534672,0.15844889854391417,0.00045000000000000004
weissbart_tf64,HappyQuokka g_con=True,True,96,-0.047452956438064575,-0.0007655206399086194,0.17004353278137457,0.00045000000000000004
weissbart_tf64,HappyQuokka g_con=True,True,97,-0.03934131578231851,-0.0021447977194419274,0.172803233017345,0.00045000000000000004
weissbart_tf64,HappyQuokka g_con=True,True,98,-0.051811721719180547,-0.003630962623999669,0.1727423626159203,0.00045000000000000004
weissbart_tf64,HappyQuokka g_con=True,True,99,-0.05153196739653746,0.002921534272340628,0.16554289601671582,0.00045000000000000004
weissbart_tf64,HappyQuokka g_con=True,True,100,-0.05823895335197449,0.00210819145043691,0.16771108175012975,0.00045000000000000004
weissbart_tf64,HappyQuokka g_con=False,False,1,0.7443284268180529,0.3037301607621022,0.002671396170775645,0.0005
weissbart_tf64,HappyQuokka g_con=False,False,2,0.2974979132413864,0.29040669986070733,-0.010417182908396428,0.0005
weissbart_tf64,HappyQuokka g_con=False,False,3,0.2540813585122426,0.167625865034568,0.025182371839988404,0.0005
weissbart_tf64,HappyQuokka g_con=False,False,4,0.21623321374257407,0.1530036842975861,0.022860411543231936,0.0005
