dataset,subject_id,model,seed,action,status,job_dir,checkpoint_id,subject_metric,num_recordings,error,source_protocol
weissbart_tf64,P01,ridge,42,reuse_existing,success,experiments/gate0_gate2_full_subject_single_seed/jobs/weissbart_tf64/P01/ridge/seed_42,ridge_alpha_1.0,0.08419014163262838,15,,gate0_gate2_full_subject_single_seed_v1
weissbart_tf64,P01,cca,42,reuse_existing,success,experiments/gate0_gate2_full_subject_single_seed/jobs/weissbart_tf64/P01/cca/seed_42,cca_nc_4,0.09495414914277106,15,,gate0_gate2_full_subject_single_seed_v1
weissbart_tf64,P01,fcnn,42,reuse_existing,success,experiments/gate0_gate2_full_subject_single_seed/jobs/weissbart_tf64/P01/fcnn/seed_42,fcnn_epoch_6,0.07113115167909066,15,,gate0_gate2_full_subject_single_seed_v1
weissbart_tf64,P01,adt,42,reuse_existing,success,experiments/gate0_gate2_full_subject_single_seed/jobs/weissbart_tf64/P01/adt/seed_42,adt_epoch_9,0.07370236670586854,15,,gate0_gate2_full_subject_single_seed_v1
weissbart_tf64,P01,dnn,42,reuse_existing,success,experiments/gate0_gate2_full_subject_single_seed/jobs/weissbart_tf64/P01/dnn/seed_42,dnn_epoch_6,0.07111086323133688,15,,gate0_gate2_full_subject_single_seed_v1
weissbart_tf64,P01,cnn,42,reuse_existing,success,experiments/gate0_gate2_full_subject_single_seed/jobs/weissbart_tf64/P01/cnn/seed_42,cnn_epoch_7,0.08336561032939374,15,,gate0_gate2_full_subject_single_seed_v1
weissbart_tf64,P01,eegnet,42,reuse_existing,success,experiments/gate0_gate2_full_subject_single_seed/jobs/weissbart_tf64/P01/eegnet/seed_42,eegnet_epoch_10,0.11072784667355914,15,,gate0_gate2_full_subject_single_seed_v1
weissbart_tf64,P02,ridge,42,reuse_existing,success,experiments/gate0_gate2_full_subject_single_seed/jobs/weissbart_tf64/P02/ridge/seed_42,ridge_alpha_100.0,0.1461383795288638,15,,gate0_gate2_full_subject_single_seed_v1
weissbart_tf64,P02,cca,42,reuse_existing,success,experiments/gate0_gate2_full_subject_single_seed/jobs/weissbart_tf64/P02/cca/seed_42,cca_nc_4,0.04335437285897882,15,,gate0_gate2_full_subject_single_seed_v1
weissbart_tf64,P02,fcnn,42,reuse_existing,success,experiments/gate0_gate2_full_subject_single_seed/jobs/weissbart_tf64/P02/fcnn/seed_42,fcnn_epoch_3,0.11458896569910054,15,,gate0_gate2_full_subject_single_seed_v1
weissbart_tf64,P02,adt,42,reuse_existing,success,experiments/gate0_gate2_full_subject_single_seed/jobs/weissbart_tf64/P02/adt/seed_42,adt_epoch_12,0.142945988064525,15,,gate0_gate2_full_subject_single_seed_v1
weissbart_tf64,P02,dnn,42,reuse_existing,success,experiments/gate0_gate2_full_subject_single_seed/jobs/weissbart_tf64/P02/dnn/seed_42,dnn_epoch_3,0.11459103636425207,15,,gate0_gate2_full_subject_single_seed_v1
weissbart_tf64,P02,cnn,42,reuse_existing,success,experiments/gate0_gate2_full_subject_single_seed/jobs/weissbart_tf64/P02/cnn/seed_42,cnn_epoch_3,0.1407004925086576,15,,gate0_gate2_full_subject_single_seed_v1
weissbart_tf64,P02,eegnet,42,reuse_existing,success,experiments/gate0_gate2_full_subject_single_seed/jobs/weissbart_tf64/P02/eegnet/seed_42,eegnet_epoch_9,0.1601402026984393,15,,gate0_gate2_full_subject_single_seed_v1
weissbart_tf64,P03,ridge,42,reuse_existing,success,experiments/gate0_gate2_full_subject_single_seed/jobs/weissbart_tf64/P03/ridge/seed_42,ridge_alpha_100.0,0.15328675079009205,15,,gate0_gate2_full_subject_single_seed_v1
weissbart_tf64,P03,cca,42,reuse_existing,success,experiments/gate0_gate2_full_subject_single_seed/jobs/weissbart_tf64/P03/cca/seed_42,cca_nc_4,0.09235633099448197,15,,gate0_gate2_full_subject_single_seed_v1
weissbart_tf64,P03,fcnn,42,reuse_existing,success,experiments/gate0_gate2_full_subject_single_seed/jobs/weissbart_tf64/P03/fcnn/seed_42,fcnn_epoch_2,0.13286296021175023,15,,gate0_gate2_full_subject_single_seed_v1
weissbart_tf64,P03,adt,42,reuse_existing,success,experiments/gate0_gate2_full_subject_single_seed/jobs/weissbart_tf64/P03/adt/seed_42,adt_epoch_1,0.15161635786511152,15,,gate0_gate2_full_subject_single_seed_v1
weissbart_tf64,P03,dnn,42,reuse_existing,success,experiments/gate0_gate2_full_subject_single_seed/jobs/weissbart_tf64/P03/dnn/seed_42,dnn_epoch_2,0.13286261100136718,15,,gate0_gate2_full_subject_single_seed_v1
