run_index,config_sha256,runner_source_sha256,python_version,torch_version,cuda_version,cudnn_version,device,deterministic_settings,initial_state_hash,first_train_batch_hash,after_first_optimizer_step_hash,best_state_hash,prediction_hash,best_epoch,epochs_completed,best_val_score,test_metric
1,bc4edf0fd143e7a027bd6c15d9c40bc631289f4bb163832459e647254918a43d,1a5974f285639dd246244b1ff06f8816730c6874f53e0073007fa37a72438394,3.10.20,2.11.0+cu128,12.8,91900,cuda,"{""CUBLAS_WORKSPACE_CONFIG"": "":4096:8"", ""dataloader_generator_seed"": 0, ""num_workers"": 0, ""numpy_seed"": 0, ""python_random_seed"": 0, ""torch_backends_cudnn_benchmark"": false, ""torch_backends_cudnn_deterministic"": true, ""torch_cuda_manual_seed_all"": true, ""torch_manual_seed"": 0, ""torch_use_deterministic_algorithms"": true, ""warn_only"": false}",a254b3d1e89088188f5ab3ecd9680f54913f590087b0bcaf7c7873712895930c,ba71d466c563bbe1d1dc904a6cf156c9bf0a6d89b819d3670b489c04f22c6533,d7d1aefb3314ec6019bdaf6836d364b605b9848a4454a5bb591969eca8035e51,2acc29fcab40d080764e5a28fe1e8c05015016cb6cd7b1f219574fe9233a75b1,291e32ff4a0fe793b50af20e1674c85239d3b2e8e17eafdb46295f33d21f350f,4,14,0.09118621892606218,0.028696070905947592
2,bc4edf0fd143e7a027bd6c15d9c40bc631289f4bb163832459e647254918a43d,1a5974f285639dd246244b1ff06f8816730c6874f53e0073007fa37a72438394,3.10.20,2.11.0+cu128,12.8,91900,cuda,"{""CUBLAS_WORKSPACE_CONFIG"": "":4096:8"", ""dataloader_generator_seed"": 0, ""num_workers"": 0, ""numpy_seed"": 0, ""python_random_seed"": 0, ""torch_backends_cudnn_benchmark"": false, ""torch_backends_cudnn_deterministic"": true, ""torch_cuda_manual_seed_all"": true, ""torch_manual_seed"": 0, ""torch_use_deterministic_algorithms"": true, ""warn_only"": false}",a254b3d1e89088188f5ab3ecd9680f54913f590087b0bcaf7c7873712895930c,ba71d466c563bbe1d1dc904a6cf156c9bf0a6d89b819d3670b489c04f22c6533,d7d1aefb3314ec6019bdaf6836d364b605b9848a4454a5bb591969eca8035e51,2acc29fcab40d080764e5a28fe1e8c05015016cb6cd7b1f219574fe9233a75b1,291e32ff4a0fe793b50af20e1674c85239d3b2e8e17eafdb46295f33d21f350f,4,14,0.09118621892606218,0.028696070905947592
