dataset,model,task,protocol,seed,subject_id,metric_name,metric_value,num_recordings,checkpoint_id,artifact_scope
hugo_sample_tf64_p00,ridge,reconstruction,gate0_gate2_real_sample,0,P00,mean_recording_pearson_r,0.18610536146685608,15,ridge_alpha_100.0,pipeline_validation_real_sample
hugo_sample_tf64_p00,cca,reconstruction,gate0_gate2_real_sample,0,P00,mean_recording_pearson_r,0.15367274459747893,15,cca_nc_4,pipeline_validation_real_sample
hugo_sample_tf64_p00,fcnn,reconstruction,gate0_gate2_real_sample,0,P00,mean_recording_pearson_r,0.19704612232300345,15,fcnn_epoch_1,pipeline_validation_real_sample
hugo_sample_tf64_p00,adt,reconstruction,gate0_gate2_real_sample,0,P00,mean_recording_pearson_r,0.24344205941836344,15,adt_epoch_1,pipeline_validation_real_sample
