dataset,model,task,protocol,seed,subject_id,metric_name,metric_value,num_recordings,checkpoint_id,artifact_scope
weissbart_tf64_p00,ridge,reconstruction,gate0_gate2_article_pilot,0,P00,mean_recording_pearson_r,0.13254733446979064,15,ridge_alpha_100.0,article_grade_dataset_pilot_validation
weissbart_tf64_p00,cca,reconstruction,gate0_gate2_article_pilot,0,P00,mean_recording_pearson_r,0.06411140220705791,15,cca_nc_2,article_grade_dataset_pilot_validation
weissbart_tf64_p00,fcnn,reconstruction,gate0_gate2_article_pilot,0,P00,mean_recording_pearson_r,0.050608068098467046,15,fcnn_epoch_4,article_grade_dataset_pilot_validation
weissbart_tf64_p00,adt,reconstruction,gate0_gate2_article_pilot,0,P00,mean_recording_pearson_r,0.1629469468923328,15,adt_epoch_2,article_grade_dataset_pilot_validation
