subject_id,run_id,maxfiltered_meg_path,maxfiltered_meg_exists,maxfiltered_meg_readable,meg_channels,mag_channels,grad_channels,raw_event_fif_path,raw_event_fif_exists,events_tsv_path,events_tsv_exists,envelope_path,envelope_exists
sub-03,audiobook1_run-01,E:/decode/data/raw/meg_scans_ds006468/derivatives/sub-03/maxfilter/sub-03_task-audiobook1_run-01_proc-tsss-mc_meg.fif,True,True,306,102,204,E:/decode/data/raw/meg_scans_ds006468/sub-03/meg/sub-03_task-audiobook1_run-01_meg.fif,True,E:/decode/data/raw/meg_scans_ds006468/sub-03/meg/sub-03_task-audiobook1_run-01_events.tsv,True,E:/decode/data/raw/meg_scans_ds006468/derivatives/stimuli/sub-others_preprocessed_audiobook_envelopes_decoding.mat,True
sub-03,audiobook1_run-02,E:/decode/data/raw/meg_scans_ds006468/derivatives/sub-03/maxfilter/sub-03_task-audiobook1_run-02_proc-tsss-mc_meg.fif,True,True,306,102,204,E:/decode/data/raw/meg_scans_ds006468/sub-03/meg/sub-03_task-audiobook1_run-02_meg.fif,True,E:/decode/data/raw/meg_scans_ds006468/sub-03/meg/sub-03_task-audiobook1_run-02_events.tsv,True,E:/decode/data/raw/meg_scans_ds006468/derivatives/stimuli/sub-others_preprocessed_audiobook_envelopes_decoding.mat,True
sub-03,audiobook2_run-01,E:/decode/data/raw/meg_scans_ds006468/derivatives/sub-03/maxfilter/sub-03_task-audiobook2_run-01_proc-tsss-mc_meg.fif,True,True,306,102,204,E:/decode/data/raw/meg_scans_ds006468/sub-03/meg/sub-03_task-audiobook2_run-01_meg.fif,True,E:/decode/data/raw/meg_scans_ds006468/sub-03/meg/sub-03_task-audiobook2_run-01_events.tsv,True,E:/decode/data/raw/meg_scans_ds006468/derivatives/stimuli/sub-others_preprocessed_audiobook_envelopes_decoding.mat,True
sub-03,audiobook2_run-02,E:/decode/data/raw/meg_scans_ds006468/derivatives/sub-03/maxfilter/sub-03_task-audiobook2_run-02_proc-tsss-mc_meg.fif,True,True,306,102,204,E:/decode/data/raw/meg_scans_ds006468/sub-03/meg/sub-03_task-audiobook2_run-02_meg.fif,True,E:/decode/data/raw/meg_scans_ds006468/sub-03/meg/sub-03_task-audiobook2_run-02_events.tsv,True,E:/decode/data/raw/meg_scans_ds006468/derivatives/stimuli/sub-others_preprocessed_audiobook_envelopes_decoding.mat,True
