subject_id,official_commit,olsa_maxfilter_path,olsa_maxfilter_exists,olsa_maxfilter_readable,meg_channels,mag_channels,grad_channels,olsa_raw_event_fif_path,olsa_raw_event_fif_exists,events_tsv_path,events_tsv_exists,events_rows,events_has_SNR,events_has_intelligibility,events_has_stim_file,olsa_envelope_path,olsa_envelope_exists,olsa_envelope_readable,audiobook_paired_mat_path,audiobook_paired_mat_exists,audiobook_paired_trials
sub-03,32bfc690e28e7591b45d96615c59b2d53b6a7165,E:/decode/data/raw/meg_scans_ds006468/derivatives/sub-03/maxfilter/sub-03_task-olsa_proc-tsss-mc_meg.fif,True,True,306,102,204,E:/decode/data/raw/meg_scans_ds006468/sub-03/meg/sub-03_task-olsa_meg.fif,True,E:/decode/data/raw/meg_scans_ds006468/sub-03/meg/sub-03_task-olsa_events.tsv,True,120,True,True,True,E:/decode/data/raw/meg_scans_ds006468/derivatives/stimuli/preprocessed_olsa_envelopes_decoding.mat,True,True,E:/decode/data/derived/meg_scans_official_replication_v1/sub-03/speech/sub-03_preprocessed_audiobooks_decoding.mat,True,16
