dataset,model,seed,n_subjects,mean_train_preload_bytes,mean_val_preload_bytes,mean_total_preload_bytes,max_total_preload_bytes,total_runtime_seconds,mean_runtime_seconds,max_runtime_seconds
etard_tf64,eegnet,0,1,1445519140,180614720,1626133860,1626133860,12610.2312274,12610.2312274,12610.2312274
