dataset,model,task,protocol,seed,subject_id,recording_id,sampling_rate,metric_name,metric_value,num_valid_samples,checkpoint_id,artifact_scope,recording_length,coverage_ratio,dropped_samples_reason,full_eval_not_capped,model_family_contract
weissbart_tf64,linear,reconstruction,gate0_gate2_subject_specific_local_models_weissbart_full_v1,0,P00,test_-_P00_-_FLOP02,64,pearson_r,0.1311998936820313,699,linear_ols,subject_specific_local_models_weissbart_full,748,0.9344919786096256,"lag range [0, 50) trims edges",True,lag_matrix_trf
weissbart_tf64,linear,reconstruction,gate0_gate2_subject_specific_local_models_weissbart_full_v1,0,P00,test_-_P00_-_FLOP03,64,pearson_r,0.07869027803617233,655,linear_ols,subject_specific_local_models_weissbart_full,704,0.9303977272727273,"lag range [0, 50) trims edges",True,lag_matrix_trf
weissbart_tf64,linear,reconstruction,gate0_gate2_subject_specific_local_models_weissbart_full_v1,0,P00,test_-_P00_-_FLOP04,64,pearson_r,0.08182191878581366,1213,linear_ols,subject_specific_local_models_weissbart_full,1262,0.9611727416798732,"lag range [0, 50) trims edges",True,lag_matrix_trf
weissbart_tf64,lasso,reconstruction,gate0_gate2_subject_specific_local_models_weissbart_full_v1,0,P00,test_-_P00_-_AUNP01,64,pearson_r,0.12500094288110383,990,lasso_alpha_0.001,subject_specific_local_models_weissbart_full,1039,0.9528392685274302,"lag range [0, 50) trims edges",True,lag_matrix_trf
weissbart_tf64,lasso,reconstruction,gate0_gate2_subject_specific_local_models_weissbart_full_v1,0,P00,test_-_P00_-_AUNP02,64,pearson_r,0.13798149467167933,970,lasso_alpha_0.001,subject_specific_local_models_weissbart_full,1019,0.9519136408243376,"lag range [0, 50) trims edges",True,lag_matrix_trf
weissbart_tf64,lasso,reconstruction,gate0_gate2_subject_specific_local_models_weissbart_full_v1,0,P00,test_-_P00_-_AUNP03,64,pearson_r,0.1238629025042941,890,lasso_alpha_0.001,subject_specific_local_models_weissbart_full,939,0.9478168264110756,"lag range [0, 50) trims edges",True,lag_matrix_trf
weissbart_tf64,lasso,reconstruction,gate0_gate2_subject_specific_local_models_weissbart_full_v1,0,P00,test_-_P00_-_AUNP04,64,pearson_r,0.15095214527495784,870,lasso_alpha_0.001,subject_specific_local_models_weissbart_full,919,0.9466811751904244,"lag range [0, 50) trims edges",True,lag_matrix_trf
weissbart_tf64,lasso,reconstruction,gate0_gate2_subject_specific_local_models_weissbart_full_v1,0,P00,test_-_P00_-_AUNP05,64,pearson_r,-0.003046764871246391,1191,lasso_alpha_0.001,subject_specific_local_models_weissbart_full,1240,0.9604838709677419,"lag range [0, 50) trims edges",True,lag_matrix_trf
weissbart_tf64,lasso,reconstruction,gate0_gate2_subject_specific_local_models_weissbart_full_v1,0,P00,test_-_P00_-_AUNP06,64,pearson_r,0.22676419561016958,894,lasso_alpha_0.001,subject_specific_local_models_weissbart_full,943,0.9480381760339343,"lag range [0, 50) trims edges",True,lag_matrix_trf
weissbart_tf64,lasso,reconstruction,gate0_gate2_subject_specific_local_models_weissbart_full_v1,0,P00,test_-_P00_-_AUNP07,64,pearson_r,0.13423377447663354,1134,lasso_alpha_0.001,subject_specific_local_models_weissbart_full,1183,0.9585798816568047,"lag range [0, 50) trims edges",True,lag_matrix_trf
weissbart_tf64,lasso,reconstruction,gate0_gate2_subject_specific_local_models_weissbart_full_v1,0,P00,test_-_P00_-_AUNP08,64,pearson_r,0.03455143813799268,1104,lasso_alpha_0.001,subject_specific_local_models_weissbart_full,1153,0.9575021682567216,"lag range [0, 50) trims edges",True,lag_matrix_trf
weissbart_tf64,lasso,reconstruction,gate0_gate2_subject_specific_local_models_weissbart_full_v1,0,P00,test_-_P00_-_BROP01,64,pearson_r,0.057964859401125994,1017,lasso_alpha_0.001,subject_specific_local_models_weissbart_full,1066,0.9540337711069419,"lag range [0, 50) trims edges",True,lag_matrix_trf
weissbart_tf64,lasso,reconstruction,gate0_gate2_subject_specific_local_models_weissbart_full_v1,0,P00,test_-_P00_-_BROP02,64,pearson_r,0.09794273115019513,1120,lasso_alpha_0.001,subject_specific_local_models_weissbart_full,1169,0.9580838323353293,"lag range [0, 50) trims edges",True,lag_matrix_trf
weissbart_tf64,lasso,reconstruction,gate0_gate2_subject_specific_local_models_weissbart_full_v1,0,P00,test_-_P00_-_BROP03,64,pearson_r,0.20699909296083802,1000,lasso_alpha_0.001,subject_specific_local_models_weissbart_full,1049,0.9532888465204957,"lag range [0, 50) trims edges",True,lag_matrix_trf
weissbart_tf64,lasso,reconstruction,gate0_gate2_subject_specific_local_models_weissbart_full_v1,0,P00,test_-_P00_-_FLOP01,64,pearson_r,0.01664600164262326,779,lasso_alpha_0.001,subject_specific_local_models_weissbart_full,828,0.9408212560386473,"lag range [0, 50) trims edges",True,lag_matrix_trf
weissbart_tf64,lasso,reconstruction,gate0_gate2_subject_specific_local_models_weissbart_full_v1,0,P00,test_-_P00_-_FLOP02,64,pearson_r,0.12196817817808692,699,lasso_alpha_0.001,subject_specific_local_models_weissbart_full,748,0.9344919786096256,"lag range [0, 50) trims edges",True,lag_matrix_trf
weissbart_tf64,lasso,reconstruction,gate0_gate2_subject_specific_local_models_weissbart_full_v1,0,P00,test_-_P00_-_FLOP03,64,pearson_r,0.10156652838572813,655,lasso_alpha_0.001,subject_specific_local_models_weissbart_full,704,0.9303977272727273,"lag range [0, 50) trims edges",True,lag_matrix_trf
weissbart_tf64,lasso,reconstruction,gate0_gate2_subject_specific_local_models_weissbart_full_v1,0,P00,test_-_P00_-_FLOP04,64,pearson_r,0.04820518997243575,1213,lasso_alpha_0.001,subject_specific_local_models_weissbart_full,1262,0.9611727416798732,"lag range [0, 50) trims edges",True,lag_matrix_trf
weissbart_tf64,elasticnet,reconstruction,gate0_gate2_subject_specific_local_models_weissbart_full_v1,0,P00,test_-_P00_-_AUNP01,64,pearson_r,0.14032359348665985,990,elasticnet_alpha_0.001_l1_0.8,subject_specific_local_models_weissbart_full,1039,0.9528392685274302,"lag range [0, 50) trims edges",True,lag_matrix_trf
weissbart_tf64,elasticnet,reconstruction,gate0_gate2_subject_specific_local_models_weissbart_full_v1,0,P00,test_-_P00_-_AUNP02,64,pearson_r,0.13029453733116014,970,elasticnet_alpha_0.001_l1_0.8,subject_specific_local_models_weissbart_full,1019,0.9519136408243376,"lag range [0, 50) trims edges",True,lag_matrix_trf
weissbart_tf64,elasticnet,reconstruction,gate0_gate2_subject_specific_local_models_weissbart_full_v1,0,P00,test_-_P00_-_AUNP03,64,pearson_r,0.12937943813639452,890,elasticnet_alpha_0.001_l1_0.8,subject_specific_local_models_weissbart_full,939,0.9478168264110756,"lag range [0, 50) trims edges",True,lag_matrix_trf
weissbart_tf64,elasticnet,reconstruction,gate0_gate2_subject_specific_local_models_weissbart_full_v1,0,P00,test_-_P00_-_AUNP04,64,pearson_r,0.15171713139397405,870,elasticnet_alpha_0.001_l1_0.8,subject_specific_local_models_weissbart_full,919,0.9466811751904244,"lag range [0, 50) trims edges",True,lag_matrix_trf
weissbart_tf64,elasticnet,reconstruction,gate0_gate2_subject_specific_local_models_weissbart_full_v1,0,P00,test_-_P00_-_AUNP05,64,pearson_r,-0.0026797879022259223,1191,elasticnet_alpha_0.001_l1_0.8,subject_specific_local_models_weissbart_full,1240,0.9604838709677419,"lag range [0, 50) trims edges",True,lag_matrix_trf
weissbart_tf64,elasticnet,reconstruction,gate0_gate2_subject_specific_local_models_weissbart_full_v1,0,P00,test_-_P00_-_AUNP06,64,pearson_r,0.22238643525197038,894,elasticnet_alpha_0.001_l1_0.8,subject_specific_local_models_weissbart_full,943,0.9480381760339343,"lag range [0, 50) trims edges",True,lag_matrix_trf
weissbart_tf64,elasticnet,reconstruction,gate0_gate2_subject_specific_local_models_weissbart_full_v1,0,P00,test_-_P00_-_AUNP07,64,pearson_r,0.12989966382451978,1134,elasticnet_alpha_0.001_l1_0.8,subject_specific_local_models_weissbart_full,1183,0.9585798816568047,"lag range [0, 50) trims edges",True,lag_matrix_trf
weissbart_tf64,elasticnet,reconstruction,gate0_gate2_subject_specific_local_models_weissbart_full_v1,0,P00,test_-_P00_-_AUNP08,64,pearson_r,0.03200301225268682,1104,elasticnet_alpha_0.001_l1_0.8,subject_specific_local_models_weissbart_full,1153,0.9575021682567216,"lag range [0, 50) trims edges",True,lag_matrix_trf
weissbart_tf64,elasticnet,reconstruction,gate0_gate2_subject_specific_local_models_weissbart_full_v1,0,P00,test_-_P00_-_BROP01,64,pearson_r,0.05130723369911058,1017,elasticnet_alpha_0.001_l1_0.8,subject_specific_local_models_weissbart_full,1066,0.9540337711069419,"lag range [0, 50) trims edges",True,lag_matrix_trf
weissbart_tf64,elasticnet,reconstruction,gate0_gate2_subject_specific_local_models_weissbart_full_v1,0,P00,test_-_P00_-_BROP02,64,pearson_r,0.09844118050112544,1120,elasticnet_alpha_0.001_l1_0.8,subject_specific_local_models_weissbart_full,1169,0.9580838323353293,"lag range [0, 50) trims edges",True,lag_matrix_trf
weissbart_tf64,elasticnet,reconstruction,gate0_gate2_subject_specific_local_models_weissbart_full_v1,0,P00,test_-_P00_-_BROP03,64,pearson_r,0.20440799982865956,1000,elasticnet_alpha_0.001_l1_0.8,subject_specific_local_models_weissbart_full,1049,0.9532888465204957,"lag range [0, 50) trims edges",True,lag_matrix_trf
weissbart_tf64,elasticnet,reconstruction,gate0_gate2_subject_specific_local_models_weissbart_full_v1,0,P00,test_-_P00_-_FLOP01,64,pearson_r,0.008918717818679452,779,elasticnet_alpha_0.001_l1_0.8,subject_specific_local_models_weissbart_full,828,0.9408212560386473,"lag range [0, 50) trims edges",True,lag_matrix_trf
weissbart_tf64,elasticnet,reconstruction,gate0_gate2_subject_specific_local_models_weissbart_full_v1,0,P00,test_-_P00_-_FLOP02,64,pearson_r,0.12779484261999435,699,elasticnet_alpha_0.001_l1_0.8,subject_specific_local_models_weissbart_full,748,0.9344919786096256,"lag range [0, 50) trims edges",True,lag_matrix_trf
weissbart_tf64,elasticnet,reconstruction,gate0_gate2_subject_specific_local_models_weissbart_full_v1,0,P00,test_-_P00_-_FLOP03,64,pearson_r,0.1078782880904813,655,elasticnet_alpha_0.001_l1_0.8,subject_specific_local_models_weissbart_full,704,0.9303977272727273,"lag range [0, 50) trims edges",True,lag_matrix_trf
weissbart_tf64,elasticnet,reconstruction,gate0_gate2_subject_specific_local_models_weissbart_full_v1,0,P00,test_-_P00_-_FLOP04,64,pearson_r,0.05381437480287403,1213,elasticnet_alpha_0.001_l1_0.8,subject_specific_local_models_weissbart_full,1262,0.9611727416798732,"lag range [0, 50) trims edges",True,lag_matrix_trf
weissbart_tf64,vlaai,reconstruction,gate0_gate2_subject_specific_local_models_weissbart_full_v1,0,P00,test_-_P00_-_AUNP01,64,pearson_r,0.13648878951274926,990,vlaai_epoch_2,subject_specific_local_models_weissbart_full,1039,0.9528392685274302,window_size=50 drops first 49 target positions,True,vlaai_local_adapter
weissbart_tf64,vlaai,reconstruction,gate0_gate2_subject_specific_local_models_weissbart_full_v1,0,P00,test_-_P00_-_AUNP02,64,pearson_r,0.14236930599103234,970,vlaai_epoch_2,subject_specific_local_models_weissbart_full,1019,0.9519136408243376,window_size=50 drops first 49 target positions,True,vlaai_local_adapter
weissbart_tf64,vlaai,reconstruction,gate0_gate2_subject_specific_local_models_weissbart_full_v1,0,P00,test_-_P00_-_AUNP03,64,pearson_r,0.23119812036219195,890,vlaai_epoch_2,subject_specific_local_models_weissbart_full,939,0.9478168264110756,window_size=50 drops first 49 target positions,True,vlaai_local_adapter
weissbart_tf64,vlaai,reconstruction,gate0_gate2_subject_specific_local_models_weissbart_full_v1,0,P00,test_-_P00_-_AUNP04,64,pearson_r,0.03327460774306733,870,vlaai_epoch_2,subject_specific_local_models_weissbart_full,919,0.9466811751904244,window_size=50 drops first 49 target positions,True,vlaai_local_adapter
weissbart_tf64,vlaai,reconstruction,gate0_gate2_subject_specific_local_models_weissbart_full_v1,0,P00,test_-_P00_-_AUNP05,64,pearson_r,-0.03438799073040858,1191,vlaai_epoch_2,subject_specific_local_models_weissbart_full,1240,0.9604838709677419,window_size=50 drops first 49 target positions,True,vlaai_local_adapter
weissbart_tf64,vlaai,reconstruction,gate0_gate2_subject_specific_local_models_weissbart_full_v1,0,P00,test_-_P00_-_AUNP06,64,pearson_r,0.05127288640251277,894,vlaai_epoch_2,subject_specific_local_models_weissbart_full,943,0.9480381760339343,window_size=50 drops first 49 target positions,True,vlaai_local_adapter
weissbart_tf64,vlaai,reconstruction,gate0_gate2_subject_specific_local_models_weissbart_full_v1,0,P00,test_-_P00_-_AUNP07,64,pearson_r,0.09115864660541488,1134,vlaai_epoch_2,subject_specific_local_models_weissbart_full,1183,0.9585798816568047,window_size=50 drops first 49 target positions,True,vlaai_local_adapter
weissbart_tf64,vlaai,reconstruction,gate0_gate2_subject_specific_local_models_weissbart_full_v1,0,P00,test_-_P00_-_AUNP08,64,pearson_r,0.11115668937115954,1104,vlaai_epoch_2,subject_specific_local_models_weissbart_full,1153,0.9575021682567216,window_size=50 drops first 49 target positions,True,vlaai_local_adapter
weissbart_tf64,vlaai,reconstruction,gate0_gate2_subject_specific_local_models_weissbart_full_v1,0,P00,test_-_P00_-_BROP01,64,pearson_r,0.1559190411260125,1017,vlaai_epoch_2,subject_specific_local_models_weissbart_full,1066,0.9540337711069419,window_size=50 drops first 49 target positions,True,vlaai_local_adapter
weissbart_tf64,vlaai,reconstruction,gate0_gate2_subject_specific_local_models_weissbart_full_v1,0,P00,test_-_P00_-_BROP02,64,pearson_r,0.08975086946969696,1120,vlaai_epoch_2,subject_specific_local_models_weissbart_full,1169,0.9580838323353293,window_size=50 drops first 49 target positions,True,vlaai_local_adapter
weissbart_tf64,vlaai,reconstruction,gate0_gate2_subject_specific_local_models_weissbart_full_v1,0,P00,test_-_P00_-_BROP03,64,pearson_r,0.1236879203685389,1000,vlaai_epoch_2,subject_specific_local_models_weissbart_full,1049,0.9532888465204957,window_size=50 drops first 49 target positions,True,vlaai_local_adapter
weissbart_tf64,vlaai,reconstruction,gate0_gate2_subject_specific_local_models_weissbart_full_v1,0,P00,test_-_P00_-_FLOP01,64,pearson_r,-0.11529016459308808,779,vlaai_epoch_2,subject_specific_local_models_weissbart_full,828,0.9408212560386473,window_size=50 drops first 49 target positions,True,vlaai_local_adapter
weissbart_tf64,vlaai,reconstruction,gate0_gate2_subject_specific_local_models_weissbart_full_v1,0,P00,test_-_P00_-_FLOP02,64,pearson_r,0.047221887129933776,699,vlaai_epoch_2,subject_specific_local_models_weissbart_full,748,0.9344919786096256,window_size=50 drops first 49 target positions,True,vlaai_local_adapter
weissbart_tf64,vlaai,reconstruction,gate0_gate2_subject_specific_local_models_weissbart_full_v1,0,P00,test_-_P00_-_FLOP03,64,pearson_r,0.03212432198870277,655,vlaai_epoch_2,subject_specific_local_models_weissbart_full,704,0.9303977272727273,window_size=50 drops first 49 target positions,True,vlaai_local_adapter
weissbart_tf64,vlaai,reconstruction,gate0_gate2_subject_specific_local_models_weissbart_full_v1,0,P00,test_-_P00_-_FLOP04,64,pearson_r,0.12386813134607709,1213,vlaai_epoch_2,subject_specific_local_models_weissbart_full,1262,0.9611727416798732,window_size=50 drops first 49 target positions,True,vlaai_local_adapter
weissbart_tf64,happyquokka,reconstruction,gate0_gate2_subject_specific_local_models_weissbart_full_v1,0,P00,test_-_P00_-_AUNP01,64,pearson_r,0.31736846832269444,640,happyquokka_epoch_25,subject_specific_local_models_weissbart_full,1039,0.6159769008662175,tail shorter than 10s chunk,True,10s_chunk
weissbart_tf64,happyquokka,reconstruction,gate0_gate2_subject_specific_local_models_weissbart_full_v1,0,P00,test_-_P00_-_AUNP02,64,pearson_r,0.4070724977057731,640,happyquokka_epoch_25,subject_specific_local_models_weissbart_full,1019,0.6280667320902846,tail shorter than 10s chunk,True,10s_chunk
weissbart_tf64,happyquokka,reconstruction,gate0_gate2_subject_specific_local_models_weissbart_full_v1,0,P00,test_-_P00_-_AUNP03,64,pearson_r,0.13363209568055884,640,happyquokka_epoch_25,subject_specific_local_models_weissbart_full,939,0.6815761448349308,tail shorter than 10s chunk,True,10s_chunk
weissbart_tf64,happyquokka,reconstruction,gate0_gate2_subject_specific_local_models_weissbart_full_v1,0,P00,test_-_P00_-_AUNP04,64,pearson_r,-0.15153524179235495,640,happyquokka_epoch_25,subject_specific_local_models_weissbart_full,919,0.6964091403699674,tail shorter than 10s chunk,True,10s_chunk
weissbart_tf64,happyquokka,reconstruction,gate0_gate2_subject_specific_local_models_weissbart_full_v1,0,P00,test_-_P00_-_AUNP05,64,pearson_r,0.15856669397039172,640,happyquokka_epoch_25,subject_specific_local_models_weissbart_full,1240,0.5161290322580645,tail shorter than 10s chunk,True,10s_chunk
weissbart_tf64,happyquokka,reconstruction,gate0_gate2_subject_specific_local_models_weissbart_full_v1,0,P00,test_-_P00_-_AUNP06,64,pearson_r,-0.032548462958284806,640,happyquokka_epoch_25,subject_specific_local_models_weissbart_full,943,0.6786850477200425,tail shorter than 10s chunk,True,10s_chunk
weissbart_tf64,happyquokka,reconstruction,gate0_gate2_subject_specific_local_models_weissbart_full_v1,0,P00,test_-_P00_-_AUNP07,64,pearson_r,0.07014318799814305,640,happyquokka_epoch_25,subject_specific_local_models_weissbart_full,1183,0.5409974640743872,tail shorter than 10s chunk,True,10s_chunk
weissbart_tf64,happyquokka,reconstruction,gate0_gate2_subject_specific_local_models_weissbart_full_v1,0,P00,test_-_P00_-_AUNP08,64,pearson_r,-0.09412113927754612,640,happyquokka_epoch_25,subject_specific_local_models_weissbart_full,1153,0.5550737207285342,tail shorter than 10s chunk,True,10s_chunk
