dataset,model,subject_id,recording_id,global_trial_index,mismatched_global_trial_index,sorted_pearson_r,mismatched_pearson_r,delta
meg_scans_canonical_05_08hz_64hz_sub03,recording_safe_ridge_adapter_mag102,sub-03,sub-03_task-audiobook1_run-02_trial-04,8,16,0.17178149533613118,-0.011888141935716297,0.18366963727184749
meg_scans_canonical_05_08hz_64hz_sub03,recording_safe_ridge_adapter_mag102,sub-03,sub-03_task-audiobook2_run-02_trial-04,16,8,0.23262299204324138,-0.019008156390747783,0.25163114843398915
meg_scans_canonical_05_08hz_64hz_sub03,recording_safe_ridge_adapter_all306,sub-03,sub-03_task-audiobook1_run-02_trial-04,8,16,0.1764129634827659,-0.016763955447231256,0.19317691892999714
meg_scans_canonical_05_08hz_64hz_sub03,recording_safe_ridge_adapter_all306,sub-03,sub-03_task-audiobook2_run-02_trial-04,16,8,0.22908013940833102,-0.0043243395941053335,0.23340447900243635
