dataset,model,task,protocol,seed,subject_id,metric_name,metric_value,num_recordings,checkpoint_id,artifact_scope
weissbart_tf64,eegnet,reconstruction,gate0_gate2_loso_eegnet_full_manual_v1,0,P00,mean_recording_pearson_r,0.09479233289519824,15,eegnet_epoch_18,subject_independent_loso_eegnet_full_manual_v1
weissbart_tf64,eegnet,reconstruction,gate0_gate2_loso_eegnet_full_manual_v1,0,P01,mean_recording_pearson_r,0.07958494676187386,15,eegnet_epoch_18,subject_independent_loso_eegnet_full_manual_v1
weissbart_tf64,eegnet,reconstruction,gate0_gate2_loso_eegnet_full_manual_v1,0,P02,mean_recording_pearson_r,0.07271956837134004,15,eegnet_epoch_20,subject_independent_loso_eegnet_full_manual_v1
weissbart_tf64,eegnet,reconstruction,gate0_gate2_loso_eegnet_full_manual_v1,0,P03,mean_recording_pearson_r,0.12404885599806177,15,eegnet_epoch_20,subject_independent_loso_eegnet_full_manual_v1
