dataset,model,seed,n_subjects,mean_train_preload_bytes,mean_val_preload_bytes,mean_total_preload_bytes,max_total_preload_bytes,total_runtime_seconds,mean_runtime_seconds,max_runtime_seconds
weissbart_tf64,eegnet,0,1,380524560,47545680,428070240,428070240,2174.0612603999907,2174.0612603999907,2174.0612603999907
