dataset,model,n_subjects,mean_pearson,std_pearson,median_pearson,min_pearson,max_pearson,fisher_z_mean,backtransformed_mean_r
etard_tf64,ridge,20,0.062337722387509134,0.03500263164549372,0.058201237604897704,-0.010371031500374092,0.13297246261461274,0.0624951270456251,0.06241389277717853
weissbart_tf64,ridge,13,0.06546612238229374,0.03400908194755189,0.059733813997579495,0.014096135153604942,0.11747078858941276,0.06563780215388323,0.06554370140834265
