dataset,subject_id,model,seed,fingerprint,action,status,job_dir,checkpoint_id,subject_metric,num_recordings,error
etard_tf64,P15,fcnn,0,fed83279b362d5d008083d86f86e0aeff74f06d8,skip_existing,success,experiments/gate0_gate2_full_subject_single_seed/jobs/etard_tf64/P15/fcnn/seed_0,fcnn_epoch_6,0.04354849531293719,40,
etard_tf64,P15,adt,0,4d9d3bd23d38bb72154d28034efa3a3e85698044,skip_existing,success,experiments/gate0_gate2_full_subject_single_seed/jobs/etard_tf64/P15/adt/seed_0,adt_epoch_6,0.048881689855330424,40,
etard_tf64,P16,ridge,0,e89bfbaac2f98137400a0c387a38025032298dd1,skip_existing,success,experiments/gate0_gate2_full_subject_single_seed/jobs/etard_tf64/P16/ridge/seed_0,ridge_alpha_100.0,0.11812743311029035,40,
etard_tf64,P16,cca,0,bfa556b6c68fbd734b2eef24fdea6b0dfda67681,skip_existing,success,experiments/gate0_gate2_full_subject_single_seed/jobs/etard_tf64/P16/cca/seed_0,cca_nc_1,0.0409265315396537,40,
etard_tf64,P16,fcnn,0,be2a8001f5ad233251176c765848fa03ebdc5c1d,skip_existing,success,experiments/gate0_gate2_full_subject_single_seed/jobs/etard_tf64/P16/fcnn/seed_0,fcnn_epoch_6,0.05465808152612578,40,
etard_tf64,P16,adt,0,c46de1db3d1d8402014b7f9ec30f54c5d454a37b,skip_existing,success,experiments/gate0_gate2_full_subject_single_seed/jobs/etard_tf64/P16/adt/seed_0,adt_epoch_5,0.1077967528328446,40,
etard_tf64,P17,ridge,0,175768a27f83fe10af54654015ec9173bc10324e,skip_existing,success,experiments/gate0_gate2_full_subject_single_seed/jobs/etard_tf64/P17/ridge/seed_0,ridge_alpha_10.0,0.1479816307863569,40,
etard_tf64,P17,cca,0,c1e9518049971157d667675f54ff718f874351f3,skip_existing,success,experiments/gate0_gate2_full_subject_single_seed/jobs/etard_tf64/P17/cca/seed_0,cca_nc_4,0.09540382930206373,40,
etard_tf64,P17,fcnn,0,ce085160822b338448dd7c3966cbbacdb5b9227a,skip_existing,success,experiments/gate0_gate2_full_subject_single_seed/jobs/etard_tf64/P17/fcnn/seed_0,fcnn_epoch_1,0.07856063094393025,40,
etard_tf64,P17,adt,0,a4e5d7bc4c8ae9a394d9d03c6188a8c4485be844,skip_existing,success,experiments/gate0_gate2_full_subject_single_seed/jobs/etard_tf64/P17/adt/seed_0,adt_epoch_3,0.10034419776260006,40,
etard_tf64,P18,ridge,0,8d4d03993a566fe3004023c49db60afc9c34995d,skip_existing,success,experiments/gate0_gate2_full_subject_single_seed/jobs/etard_tf64/P18/ridge/seed_0,ridge_alpha_1.0,0.10787007903537287,40,
etard_tf64,P18,cca,0,c22fb775f0bc76e34f7bd662a4a9e062a5db831a,skip_existing,success,experiments/gate0_gate2_full_subject_single_seed/jobs/etard_tf64/P18/cca/seed_0,cca_nc_1,0.07395422785112646,40,
etard_tf64,P18,fcnn,0,fd80af98e97cf30929b82890ba298051b7f60d09,skip_existing,success,experiments/gate0_gate2_full_subject_single_seed/jobs/etard_tf64/P18/fcnn/seed_0,fcnn_epoch_2,0.06845165032467324,40,
etard_tf64,P18,adt,0,c8bfe8cefbd099b4b64511b32d91660236884ed2,skip_existing,success,experiments/gate0_gate2_full_subject_single_seed/jobs/etard_tf64/P18/adt/seed_0,adt_epoch_5,0.08393450999416367,40,
etard_tf64,P19,ridge,0,791203947e60af9437228739dfce0f89f60cace0,skip_existing,success,experiments/gate0_gate2_full_subject_single_seed/jobs/etard_tf64/P19/ridge/seed_0,ridge_alpha_100.0,0.16145018933092758,40,
etard_tf64,P19,cca,0,7e1514ce56e38d8a480b169eda85a4252b045a3b,skip_existing,success,experiments/gate0_gate2_full_subject_single_seed/jobs/etard_tf64/P19/cca/seed_0,cca_nc_2,0.10494068293072975,40,
etard_tf64,P19,fcnn,0,c861b1f98c24ce69a24220a9e9f876eaea67e3bc,skip_existing,success,experiments/gate0_gate2_full_subject_single_seed/jobs/etard_tf64/P19/fcnn/seed_0,fcnn_epoch_2,0.0861283333444894,40,
etard_tf64,P19,adt,0,079d97615e6ddd99559d30d54ad5d6e51a9a2b2b,skip_existing,success,experiments/gate0_gate2_full_subject_single_seed/jobs/etard_tf64/P19/adt/seed_0,adt_epoch_6,0.17837210956403612,40,
