dataset,model,seed,split_id,subject_id,source_checkpoint_local_id,source_checkpoint_relative_path,source_checkpoint_best_epoch,source_checkpoint_best_val_score,zero_shot_metric,pooled10_fine_tuned_metric,delta,actual_calibration_seconds,actual_train_seconds,actual_val_seconds,final_test_seconds,calibration_train_recording_ids,calibration_val_recording_ids,test_recording_ids
etard_tf64,eegnet,0,subject_holdout_fixed_split_v1,P16,subject_holdout:eegnet:etard_tf64:subject_holdout_fixed_split_v1:seed0:best_epoch_8,local_checkpoints/subject_holdout/eegnet/etard_tf64/subject_holdout_fixed_split_v1/seed0/best_epoch_8.pt,8,0.07948734486490139,0.07185465123556939,0.09822614888432815,0.026371497648758763,611.875,487.828125,124.046875,669.953125,train_-_P16_-_clean_part_1|train_-_P16_-_clean_part_2|train_-_P16_-_clean_part_3|train_-_P16_-_clean_part_4,val_-_P16_-_clean_part_1|val_-_P16_-_clean_part_2|val_-_P16_-_clean_part_3|val_-_P16_-_clean_part_4|val_-_P16_-_cleanDutch_part_1|val_-_P16_-_cleanDutch_part_2|val_-_P16_-_cleanDutch_part_3|val_-_P16_-_cleanDutch_part_4,test_-_P16_-_clean_part_1|test_-_P16_-_clean_part_2|test_-_P16_-_clean_part_3|test_-_P16_-_clean_part_4|test_-_P16_-_cleanDutch_part_1|test_-_P16_-_cleanDutch_part_2|test_-_P16_-_cleanDutch_part_3|test_-_P16_-_cleanDutch_part_4|test_-_P16_-_fM_part_1|test_-_P16_-_fM_part_2|test_-_P16_-_fM_part_3|test_-_P16_-_fM_part_4|test_-_P16_-_fW_part_1|test_-_P16_-_fW_part_2|test_-_P16_-_fW_part_3|test_-_P16_-_fW_part_4|test_-_P16_-_hb_part_1|test_-_P16_-_hb_part_2|test_-_P16_-_hb_part_3|test_-_P16_-_hb_part_4|test_-_P16_-_hbDutch_part_1|test_-_P16_-_hbDutch_part_2|test_-_P16_-_hbDutch_part_3|test_-_P16_-_hbDutch_part_4|test_-_P16_-_lb_part_1|test_-_P16_-_lb_part_2|test_-_P16_-_lb_part_3|test_-_P16_-_lb_part_4|test_-_P16_-_lbDutch_part_1|test_-_P16_-_lbDutch_part_2|test_-_P16_-_lbDutch_part_3|test_-_P16_-_lbDutch_part_4|test_-_P16_-_mb_part_1|test_-_P16_-_mb_part_2|test_-_P16_-_mb_part_3|test_-_P16_-_mb_part_4|test_-_P16_-_mbDutch_part_1|test_-_P16_-_mbDutch_part_2|test_-_P16_-_mbDutch_part_3|test_-_P16_-_mbDutch_part_4
etard_tf64,eegnet,0,subject_holdout_fixed_split_v1,P10,subject_holdout:eegnet:etard_tf64:subject_holdout_fixed_split_v1:seed0:best_epoch_8,local_checkpoints/subject_holdout/eegnet/etard_tf64/subject_holdout_fixed_split_v1/seed0/best_epoch_8.pt,8,0.07948734486490139,0.10722998973466269,0.11277036520652653,0.00554037547186384,611.875,487.828125,124.046875,669.953125,train_-_P10_-_clean_part_1|train_-_P10_-_clean_part_2|train_-_P10_-_clean_part_3|train_-_P10_-_clean_part_4,val_-_P10_-_clean_part_1|val_-_P10_-_clean_part_2|val_-_P10_-_clean_part_3|val_-_P10_-_clean_part_4|val_-_P10_-_cleanDutch_part_1|val_-_P10_-_cleanDutch_part_2|val_-_P10_-_cleanDutch_part_3|val_-_P10_-_cleanDutch_part_4,test_-_P10_-_clean_part_1|test_-_P10_-_clean_part_2|test_-_P10_-_clean_part_3|test_-_P10_-_clean_part_4|test_-_P10_-_cleanDutch_part_1|test_-_P10_-_cleanDutch_part_2|test_-_P10_-_cleanDutch_part_3|test_-_P10_-_cleanDutch_part_4|test_-_P10_-_fM_part_1|test_-_P10_-_fM_part_2|test_-_P10_-_fM_part_3|test_-_P10_-_fM_part_4|test_-_P10_-_fW_part_1|test_-_P10_-_fW_part_2|test_-_P10_-_fW_part_3|test_-_P10_-_fW_part_4|test_-_P10_-_hb_part_1|test_-_P10_-_hb_part_2|test_-_P10_-_hb_part_3|test_-_P10_-_hb_part_4|test_-_P10_-_hbDutch_part_1|test_-_P10_-_hbDutch_part_2|test_-_P10_-_hbDutch_part_3|test_-_P10_-_hbDutch_part_4|test_-_P10_-_lb_part_1|test_-_P10_-_lb_part_2|test_-_P10_-_lb_part_3|test_-_P10_-_lb_part_4|test_-_P10_-_lbDutch_part_1|test_-_P10_-_lbDutch_part_2|test_-_P10_-_lbDutch_part_3|test_-_P10_-_lbDutch_part_4|test_-_P10_-_mb_part_1|test_-_P10_-_mb_part_2|test_-_P10_-_mb_part_3|test_-_P10_-_mb_part_4|test_-_P10_-_mbDutch_part_1|test_-_P10_-_mbDutch_part_2|test_-_P10_-_mbDutch_part_3|test_-_P10_-_mbDutch_part_4
etard_tf64,eegnet,0,subject_holdout_fixed_split_v1,P03,subject_holdout:eegnet:etard_tf64:subject_holdout_fixed_split_v1:seed0:best_epoch_8,local_checkpoints/subject_holdout/eegnet/etard_tf64/subject_holdout_fixed_split_v1/seed0/best_epoch_8.pt,8,0.07948734486490139,0.036217927110087256,0.07464175826520257,0.038423831155115315,620.15625,487.828125,132.328125,409.671875,train_-_P03_-_clean_part_1|train_-_P03_-_clean_part_2|train_-_P03_-_clean_part_3|train_-_P03_-_clean_part_4,val_-_P03_-_clean_part_1|val_-_P03_-_clean_part_2|val_-_P03_-_clean_part_3|val_-_P03_-_clean_part_4|val_-_P03_-_fM_part_1|val_-_P03_-_fM_part_2|val_-_P03_-_fM_part_3|val_-_P03_-_fM_part_4|val_-_P03_-_fW_part_1,test_-_P03_-_clean_part_1|test_-_P03_-_clean_part_2|test_-_P03_-_clean_part_3|test_-_P03_-_clean_part_4|test_-_P03_-_fM_part_1|test_-_P03_-_fM_part_2|test_-_P03_-_fM_part_3|test_-_P03_-_fM_part_4|test_-_P03_-_fW_part_1|test_-_P03_-_fW_part_2|test_-_P03_-_fW_part_3|test_-_P03_-_fW_part_4|test_-_P03_-_hb_part_1|test_-_P03_-_hb_part_2|test_-_P03_-_hb_part_3|test_-_P03_-_hb_part_4|test_-_P03_-_lb_part_1|test_-_P03_-_lb_part_2|test_-_P03_-_lb_part_3|test_-_P03_-_lb_part_4|test_-_P03_-_mb_part_1|test_-_P03_-_mb_part_2|test_-_P03_-_mb_part_3|test_-_P03_-_mb_part_4
etard_tf64,fcnn,0,subject_holdout_fixed_split_v1,P17,subject_holdout:fcnn:etard_tf64:subject_holdout_fixed_split_v1:seed0:best_epoch_6,local_checkpoints/subject_holdout/fcnn/etard_tf64/subject_holdout_fixed_split_v1/seed0/best_epoch_6.pt,6,0.06876762026804499,0.047500031583701585,0.0788751251057305,0.03137509352202891,611.875,487.828125,124.046875,669.953125,train_-_P17_-_clean_part_1|train_-_P17_-_clean_part_2|train_-_P17_-_clean_part_3|train_-_P17_-_clean_part_4,val_-_P17_-_clean_part_1|val_-_P17_-_clean_part_2|val_-_P17_-_clean_part_3|val_-_P17_-_clean_part_4|val_-_P17_-_cleanDutch_part_1|val_-_P17_-_cleanDutch_part_2|val_-_P17_-_cleanDutch_part_3|val_-_P17_-_cleanDutch_part_4,test_-_P17_-_clean_part_1|test_-_P17_-_clean_part_2|test_-_P17_-_clean_part_3|test_-_P17_-_clean_part_4|test_-_P17_-_cleanDutch_part_1|test_-_P17_-_cleanDutch_part_2|test_-_P17_-_cleanDutch_part_3|test_-_P17_-_cleanDutch_part_4|test_-_P17_-_fM_part_1|test_-_P17_-_fM_part_2|test_-_P17_-_fM_part_3|test_-_P17_-_fM_part_4|test_-_P17_-_fW_part_1|test_-_P17_-_fW_part_2|test_-_P17_-_fW_part_3|test_-_P17_-_fW_part_4|test_-_P17_-_hb_part_1|test_-_P17_-_hb_part_2|test_-_P17_-_hb_part_3|test_-_P17_-_hb_part_4|test_-_P17_-_hbDutch_part_1|test_-_P17_-_hbDutch_part_2|test_-_P17_-_hbDutch_part_3|test_-_P17_-_hbDutch_part_4|test_-_P17_-_lb_part_1|test_-_P17_-_lb_part_2|test_-_P17_-_lb_part_3|test_-_P17_-_lb_part_4|test_-_P17_-_lbDutch_part_1|test_-_P17_-_lbDutch_part_2|test_-_P17_-_lbDutch_part_3|test_-_P17_-_lbDutch_part_4|test_-_P17_-_mb_part_1|test_-_P17_-_mb_part_2|test_-_P17_-_mb_part_3|test_-_P17_-_mb_part_4|test_-_P17_-_mbDutch_part_1|test_-_P17_-_mbDutch_part_2|test_-_P17_-_mbDutch_part_3|test_-_P17_-_mbDutch_part_4
etard_tf64,fcnn,0,subject_holdout_fixed_split_v1,P16,subject_holdout:fcnn:etard_tf64:subject_holdout_fixed_split_v1:seed0:best_epoch_6,local_checkpoints/subject_holdout/fcnn/etard_tf64/subject_holdout_fixed_split_v1/seed0/best_epoch_6.pt,6,0.06876762026804499,0.04987256944488874,0.06889889842461083,0.01902632897972209,611.875,487.828125,124.046875,669.953125,train_-_P16_-_clean_part_1|train_-_P16_-_clean_part_2|train_-_P16_-_clean_part_3|train_-_P16_-_clean_part_4,val_-_P16_-_clean_part_1|val_-_P16_-_clean_part_2|val_-_P16_-_clean_part_3|val_-_P16_-_clean_part_4|val_-_P16_-_cleanDutch_part_1|val_-_P16_-_cleanDutch_part_2|val_-_P16_-_cleanDutch_part_3|val_-_P16_-_cleanDutch_part_4,test_-_P16_-_clean_part_1|test_-_P16_-_clean_part_2|test_-_P16_-_clean_part_3|test_-_P16_-_clean_part_4|test_-_P16_-_cleanDutch_part_1|test_-_P16_-_cleanDutch_part_2|test_-_P16_-_cleanDutch_part_3|test_-_P16_-_cleanDutch_part_4|test_-_P16_-_fM_part_1|test_-_P16_-_fM_part_2|test_-_P16_-_fM_part_3|test_-_P16_-_fM_part_4|test_-_P16_-_fW_part_1|test_-_P16_-_fW_part_2|test_-_P16_-_fW_part_3|test_-_P16_-_fW_part_4|test_-_P16_-_hb_part_1|test_-_P16_-_hb_part_2|test_-_P16_-_hb_part_3|test_-_P16_-_hb_part_4|test_-_P16_-_hbDutch_part_1|test_-_P16_-_hbDutch_part_2|test_-_P16_-_hbDutch_part_3|test_-_P16_-_hbDutch_part_4|test_-_P16_-_lb_part_1|test_-_P16_-_lb_part_2|test_-_P16_-_lb_part_3|test_-_P16_-_lb_part_4|test_-_P16_-_lbDutch_part_1|test_-_P16_-_lbDutch_part_2|test_-_P16_-_lbDutch_part_3|test_-_P16_-_lbDutch_part_4|test_-_P16_-_mb_part_1|test_-_P16_-_mb_part_2|test_-_P16_-_mb_part_3|test_-_P16_-_mb_part_4|test_-_P16_-_mbDutch_part_1|test_-_P16_-_mbDutch_part_2|test_-_P16_-_mbDutch_part_3|test_-_P16_-_mbDutch_part_4
etard_tf64,fcnn,0,subject_holdout_fixed_split_v1,P10,subject_holdout:fcnn:etard_tf64:subject_holdout_fixed_split_v1:seed0:best_epoch_6,local_checkpoints/subject_holdout/fcnn/etard_tf64/subject_holdout_fixed_split_v1/seed0/best_epoch_6.pt,6,0.06876762026804499,0.07348902113451153,0.0923788908414939,0.018889869706982365,611.875,487.828125,124.046875,669.953125,train_-_P10_-_clean_part_1|train_-_P10_-_clean_part_2|train_-_P10_-_clean_part_3|train_-_P10_-_clean_part_4,val_-_P10_-_clean_part_1|val_-_P10_-_clean_part_2|val_-_P10_-_clean_part_3|val_-_P10_-_clean_part_4|val_-_P10_-_cleanDutch_part_1|val_-_P10_-_cleanDutch_part_2|val_-_P10_-_cleanDutch_part_3|val_-_P10_-_cleanDutch_part_4,test_-_P10_-_clean_part_1|test_-_P10_-_clean_part_2|test_-_P10_-_clean_part_3|test_-_P10_-_clean_part_4|test_-_P10_-_cleanDutch_part_1|test_-_P10_-_cleanDutch_part_2|test_-_P10_-_cleanDutch_part_3|test_-_P10_-_cleanDutch_part_4|test_-_P10_-_fM_part_1|test_-_P10_-_fM_part_2|test_-_P10_-_fM_part_3|test_-_P10_-_fM_part_4|test_-_P10_-_fW_part_1|test_-_P10_-_fW_part_2|test_-_P10_-_fW_part_3|test_-_P10_-_fW_part_4|test_-_P10_-_hb_part_1|test_-_P10_-_hb_part_2|test_-_P10_-_hb_part_3|test_-_P10_-_hb_part_4|test_-_P10_-_hbDutch_part_1|test_-_P10_-_hbDutch_part_2|test_-_P10_-_hbDutch_part_3|test_-_P10_-_hbDutch_part_4|test_-_P10_-_lb_part_1|test_-_P10_-_lb_part_2|test_-_P10_-_lb_part_3|test_-_P10_-_lb_part_4|test_-_P10_-_lbDutch_part_1|test_-_P10_-_lbDutch_part_2|test_-_P10_-_lbDutch_part_3|test_-_P10_-_lbDutch_part_4|test_-_P10_-_mb_part_1|test_-_P10_-_mb_part_2|test_-_P10_-_mb_part_3|test_-_P10_-_mb_part_4|test_-_P10_-_mbDutch_part_1|test_-_P10_-_mbDutch_part_2|test_-_P10_-_mbDutch_part_3|test_-_P10_-_mbDutch_part_4
etard_tf64,fcnn,0,subject_holdout_fixed_split_v1,P03,subject_holdout:fcnn:etard_tf64:subject_holdout_fixed_split_v1:seed0:best_epoch_6,local_checkpoints/subject_holdout/fcnn/etard_tf64/subject_holdout_fixed_split_v1/seed0/best_epoch_6.pt,6,0.06876762026804499,0.03868495000172718,0.04910267586817607,0.010417725866448894,620.15625,487.828125,132.328125,409.671875,train_-_P03_-_clean_part_1|train_-_P03_-_clean_part_2|train_-_P03_-_clean_part_3|train_-_P03_-_clean_part_4,val_-_P03_-_clean_part_1|val_-_P03_-_clean_part_2|val_-_P03_-_clean_part_3|val_-_P03_-_clean_part_4|val_-_P03_-_fM_part_1|val_-_P03_-_fM_part_2|val_-_P03_-_fM_part_3|val_-_P03_-_fM_part_4|val_-_P03_-_fW_part_1,test_-_P03_-_clean_part_1|test_-_P03_-_clean_part_2|test_-_P03_-_clean_part_3|test_-_P03_-_clean_part_4|test_-_P03_-_fM_part_1|test_-_P03_-_fM_part_2|test_-_P03_-_fM_part_3|test_-_P03_-_fM_part_4|test_-_P03_-_fW_part_1|test_-_P03_-_fW_part_2|test_-_P03_-_fW_part_3|test_-_P03_-_fW_part_4|test_-_P03_-_hb_part_1|test_-_P03_-_hb_part_2|test_-_P03_-_hb_part_3|test_-_P03_-_hb_part_4|test_-_P03_-_lb_part_1|test_-_P03_-_lb_part_2|test_-_P03_-_lb_part_3|test_-_P03_-_lb_part_4|test_-_P03_-_mb_part_1|test_-_P03_-_mb_part_2|test_-_P03_-_mb_part_3|test_-_P03_-_mb_part_4
etard_tf64,adt,0,subject_holdout_fixed_split_v1,P17,subject_holdout:adt:etard_tf64:subject_holdout_fixed_split_v1:seed0:best_epoch_7,local_checkpoints/subject_holdout/adt/etard_tf64/subject_holdout_fixed_split_v1/seed0/best_epoch_7.pt,7,0.08335478976368904,0.028686535452176965,0.05094335729785167,0.022256821845674703,611.875,487.828125,124.046875,669.953125,train_-_P17_-_clean_part_1|train_-_P17_-_clean_part_2|train_-_P17_-_clean_part_3|train_-_P17_-_clean_part_4,val_-_P17_-_clean_part_1|val_-_P17_-_clean_part_2|val_-_P17_-_clean_part_3|val_-_P17_-_clean_part_4|val_-_P17_-_cleanDutch_part_1|val_-_P17_-_cleanDutch_part_2|val_-_P17_-_cleanDutch_part_3|val_-_P17_-_cleanDutch_part_4,test_-_P17_-_clean_part_1|test_-_P17_-_clean_part_2|test_-_P17_-_clean_part_3|test_-_P17_-_clean_part_4|test_-_P17_-_cleanDutch_part_1|test_-_P17_-_cleanDutch_part_2|test_-_P17_-_cleanDutch_part_3|test_-_P17_-_cleanDutch_part_4|test_-_P17_-_fM_part_1|test_-_P17_-_fM_part_2|test_-_P17_-_fM_part_3|test_-_P17_-_fM_part_4|test_-_P17_-_fW_part_1|test_-_P17_-_fW_part_2|test_-_P17_-_fW_part_3|test_-_P17_-_fW_part_4|test_-_P17_-_hb_part_1|test_-_P17_-_hb_part_2|test_-_P17_-_hb_part_3|test_-_P17_-_hb_part_4|test_-_P17_-_hbDutch_part_1|test_-_P17_-_hbDutch_part_2|test_-_P17_-_hbDutch_part_3|test_-_P17_-_hbDutch_part_4|test_-_P17_-_lb_part_1|test_-_P17_-_lb_part_2|test_-_P17_-_lb_part_3|test_-_P17_-_lb_part_4|test_-_P17_-_lbDutch_part_1|test_-_P17_-_lbDutch_part_2|test_-_P17_-_lbDutch_part_3|test_-_P17_-_lbDutch_part_4|test_-_P17_-_mb_part_1|test_-_P17_-_mb_part_2|test_-_P17_-_mb_part_3|test_-_P17_-_mb_part_4|test_-_P17_-_mbDutch_part_1|test_-_P17_-_mbDutch_part_2|test_-_P17_-_mbDutch_part_3|test_-_P17_-_mbDutch_part_4
etard_tf64,adt,0,subject_holdout_fixed_split_v1,P16,subject_holdout:adt:etard_tf64:subject_holdout_fixed_split_v1:seed0:best_epoch_7,local_checkpoints/subject_holdout/adt/etard_tf64/subject_holdout_fixed_split_v1/seed0/best_epoch_7.pt,7,0.08335478976368904,0.05755423487691054,0.061353146167437,0.003798911290526459,611.875,487.828125,124.046875,669.953125,train_-_P16_-_clean_part_1|train_-_P16_-_clean_part_2|train_-_P16_-_clean_part_3|train_-_P16_-_clean_part_4,val_-_P16_-_clean_part_1|val_-_P16_-_clean_part_2|val_-_P16_-_clean_part_3|val_-_P16_-_clean_part_4|val_-_P16_-_cleanDutch_part_1|val_-_P16_-_cleanDutch_part_2|val_-_P16_-_cleanDutch_part_3|val_-_P16_-_cleanDutch_part_4,test_-_P16_-_clean_part_1|test_-_P16_-_clean_part_2|test_-_P16_-_clean_part_3|test_-_P16_-_clean_part_4|test_-_P16_-_cleanDutch_part_1|test_-_P16_-_cleanDutch_part_2|test_-_P16_-_cleanDutch_part_3|test_-_P16_-_cleanDutch_part_4|test_-_P16_-_fM_part_1|test_-_P16_-_fM_part_2|test_-_P16_-_fM_part_3|test_-_P16_-_fM_part_4|test_-_P16_-_fW_part_1|test_-_P16_-_fW_part_2|test_-_P16_-_fW_part_3|test_-_P16_-_fW_part_4|test_-_P16_-_hb_part_1|test_-_P16_-_hb_part_2|test_-_P16_-_hb_part_3|test_-_P16_-_hb_part_4|test_-_P16_-_hbDutch_part_1|test_-_P16_-_hbDutch_part_2|test_-_P16_-_hbDutch_part_3|test_-_P16_-_hbDutch_part_4|test_-_P16_-_lb_part_1|test_-_P16_-_lb_part_2|test_-_P16_-_lb_part_3|test_-_P16_-_lb_part_4|test_-_P16_-_lbDutch_part_1|test_-_P16_-_lbDutch_part_2|test_-_P16_-_lbDutch_part_3|test_-_P16_-_lbDutch_part_4|test_-_P16_-_mb_part_1|test_-_P16_-_mb_part_2|test_-_P16_-_mb_part_3|test_-_P16_-_mb_part_4|test_-_P16_-_mbDutch_part_1|test_-_P16_-_mbDutch_part_2|test_-_P16_-_mbDutch_part_3|test_-_P16_-_mbDutch_part_4
etard_tf64,adt,0,subject_holdout_fixed_split_v1,P10,subject_holdout:adt:etard_tf64:subject_holdout_fixed_split_v1:seed0:best_epoch_7,local_checkpoints/subject_holdout/adt/etard_tf64/subject_holdout_fixed_split_v1/seed0/best_epoch_7.pt,7,0.08335478976368904,0.106456231154562,0.12572694694996403,0.01927071579540203,611.875,487.828125,124.046875,669.953125,train_-_P10_-_clean_part_1|train_-_P10_-_clean_part_2|train_-_P10_-_clean_part_3|train_-_P10_-_clean_part_4,val_-_P10_-_clean_part_1|val_-_P10_-_clean_part_2|val_-_P10_-_clean_part_3|val_-_P10_-_clean_part_4|val_-_P10_-_cleanDutch_part_1|val_-_P10_-_cleanDutch_part_2|val_-_P10_-_cleanDutch_part_3|val_-_P10_-_cleanDutch_part_4,test_-_P10_-_clean_part_1|test_-_P10_-_clean_part_2|test_-_P10_-_clean_part_3|test_-_P10_-_clean_part_4|test_-_P10_-_cleanDutch_part_1|test_-_P10_-_cleanDutch_part_2|test_-_P10_-_cleanDutch_part_3|test_-_P10_-_cleanDutch_part_4|test_-_P10_-_fM_part_1|test_-_P10_-_fM_part_2|test_-_P10_-_fM_part_3|test_-_P10_-_fM_part_4|test_-_P10_-_fW_part_1|test_-_P10_-_fW_part_2|test_-_P10_-_fW_part_3|test_-_P10_-_fW_part_4|test_-_P10_-_hb_part_1|test_-_P10_-_hb_part_2|test_-_P10_-_hb_part_3|test_-_P10_-_hb_part_4|test_-_P10_-_hbDutch_part_1|test_-_P10_-_hbDutch_part_2|test_-_P10_-_hbDutch_part_3|test_-_P10_-_hbDutch_part_4|test_-_P10_-_lb_part_1|test_-_P10_-_lb_part_2|test_-_P10_-_lb_part_3|test_-_P10_-_lb_part_4|test_-_P10_-_lbDutch_part_1|test_-_P10_-_lbDutch_part_2|test_-_P10_-_lbDutch_part_3|test_-_P10_-_lbDutch_part_4|test_-_P10_-_mb_part_1|test_-_P10_-_mb_part_2|test_-_P10_-_mb_part_3|test_-_P10_-_mb_part_4|test_-_P10_-_mbDutch_part_1|test_-_P10_-_mbDutch_part_2|test_-_P10_-_mbDutch_part_3|test_-_P10_-_mbDutch_part_4
etard_tf64,adt,0,subject_holdout_fixed_split_v1,P03,subject_holdout:adt:etard_tf64:subject_holdout_fixed_split_v1:seed0:best_epoch_7,local_checkpoints/subject_holdout/adt/etard_tf64/subject_holdout_fixed_split_v1/seed0/best_epoch_7.pt,7,0.08335478976368904,0.05419608224814989,0.02816890533125194,-0.02602717691689795,620.15625,487.828125,132.328125,409.671875,train_-_P03_-_clean_part_1|train_-_P03_-_clean_part_2|train_-_P03_-_clean_part_3|train_-_P03_-_clean_part_4,val_-_P03_-_clean_part_1|val_-_P03_-_clean_part_2|val_-_P03_-_clean_part_3|val_-_P03_-_clean_part_4|val_-_P03_-_fM_part_1|val_-_P03_-_fM_part_2|val_-_P03_-_fM_part_3|val_-_P03_-_fM_part_4|val_-_P03_-_fW_part_1,test_-_P03_-_clean_part_1|test_-_P03_-_clean_part_2|test_-_P03_-_clean_part_3|test_-_P03_-_clean_part_4|test_-_P03_-_fM_part_1|test_-_P03_-_fM_part_2|test_-_P03_-_fM_part_3|test_-_P03_-_fM_part_4|test_-_P03_-_fW_part_1|test_-_P03_-_fW_part_2|test_-_P03_-_fW_part_3|test_-_P03_-_fW_part_4|test_-_P03_-_hb_part_1|test_-_P03_-_hb_part_2|test_-_P03_-_hb_part_3|test_-_P03_-_hb_part_4|test_-_P03_-_lb_part_1|test_-_P03_-_lb_part_2|test_-_P03_-_lb_part_3|test_-_P03_-_lb_part_4|test_-_P03_-_mb_part_1|test_-_P03_-_mb_part_2|test_-_P03_-_mb_part_3|test_-_P03_-_mb_part_4
