dataset,model,seed,n_subjects,mean_train_preload_bytes,mean_val_preload_bytes,mean_total_preload_bytes,max_total_preload_bytes,total_runtime_seconds,mean_runtime_seconds,max_runtime_seconds
weissbart_tf64,eegnet,0,2,380524560,47545680,428070240,428070240,4809.217730899807,2404.6088654499035,2742.0691198999994
