dataset,model,task,protocol,seed,subject_id,metric_name,metric_value,num_recordings,checkpoint_id,artifact_scope,source_artifact,method_protocol_marker
weissbart_tf64,vlaai,reconstruction,gate0_gate2_subject_specific_local_models_weissbart_full_v1,0,P04,mean_recording_pearson_r,0.10292963913186143,15,vlaai_epoch_2,subject_specific_local_models_weissbart_full,gate0_gate2_subject_specific_local_models_weissbart_full_v1,local adaptation
weissbart_tf64,linear,reconstruction,gate0_gate2_subject_specific_local_models_weissbart_full_v1,0,P05,mean_recording_pearson_r,0.09859802794889115,15,linear_ols,subject_specific_local_models_weissbart_full,gate0_gate2_subject_specific_local_models_weissbart_full_v1,budgeted linear-family baseline
weissbart_tf64,lasso,reconstruction,gate0_gate2_subject_specific_local_models_weissbart_full_v1,0,P05,mean_recording_pearson_r,0.13072518490740795,15,lasso_alpha_0.001,subject_specific_local_models_weissbart_full,gate0_gate2_subject_specific_local_models_weissbart_full_v1,budgeted linear-family baseline
weissbart_tf64,elasticnet,reconstruction,gate0_gate2_subject_specific_local_models_weissbart_full_v1,0,P05,mean_recording_pearson_r,0.1304355936780162,15,elasticnet_alpha_0.001_l1_0.8,subject_specific_local_models_weissbart_full,gate0_gate2_subject_specific_local_models_weissbart_full_v1,budgeted linear-family baseline
weissbart_tf64,vlaai,reconstruction,gate0_gate2_subject_specific_local_models_weissbart_full_v1,0,P05,mean_recording_pearson_r,0.13152276223639855,15,vlaai_epoch_1,subject_specific_local_models_weissbart_full,gate0_gate2_subject_specific_local_models_weissbart_full_v1,local adaptation
weissbart_tf64,linear,reconstruction,gate0_gate2_subject_specific_local_models_weissbart_full_v1,0,P06,mean_recording_pearson_r,0.051471282986620376,15,linear_ols,subject_specific_local_models_weissbart_full,gate0_gate2_subject_specific_local_models_weissbart_full_v1,budgeted linear-family baseline
weissbart_tf64,lasso,reconstruction,gate0_gate2_subject_specific_local_models_weissbart_full_v1,0,P06,mean_recording_pearson_r,0.054726549959807066,15,lasso_alpha_0.001,subject_specific_local_models_weissbart_full,gate0_gate2_subject_specific_local_models_weissbart_full_v1,budgeted linear-family baseline
weissbart_tf64,elasticnet,reconstruction,gate0_gate2_subject_specific_local_models_weissbart_full_v1,0,P06,mean_recording_pearson_r,0.06002709546499239,15,elasticnet_alpha_0.001_l1_0.8,subject_specific_local_models_weissbart_full,gate0_gate2_subject_specific_local_models_weissbart_full_v1,budgeted linear-family baseline
weissbart_tf64,vlaai,reconstruction,gate0_gate2_subject_specific_local_models_weissbart_full_v1,0,P06,mean_recording_pearson_r,-0.00432094181859644,15,vlaai_epoch_2,subject_specific_local_models_weissbart_full,gate0_gate2_subject_specific_local_models_weissbart_full_v1,local adaptation
weissbart_tf64,linear,reconstruction,gate0_gate2_subject_specific_local_models_weissbart_full_v1,0,P07,mean_recording_pearson_r,0.09184350723991225,15,linear_ols,subject_specific_local_models_weissbart_full,gate0_gate2_subject_specific_local_models_weissbart_full_v1,budgeted linear-family baseline
weissbart_tf64,lasso,reconstruction,gate0_gate2_subject_specific_local_models_weissbart_full_v1,0,P07,mean_recording_pearson_r,0.08105590851383755,15,lasso_alpha_0.01,subject_specific_local_models_weissbart_full,gate0_gate2_subject_specific_local_models_weissbart_full_v1,budgeted linear-family baseline
weissbart_tf64,elasticnet,reconstruction,gate0_gate2_subject_specific_local_models_weissbart_full_v1,0,P07,mean_recording_pearson_r,0.10969724371258649,15,elasticnet_alpha_0.01_l1_0.5,subject_specific_local_models_weissbart_full,gate0_gate2_subject_specific_local_models_weissbart_full_v1,budgeted linear-family baseline
weissbart_tf64,vlaai,reconstruction,gate0_gate2_subject_specific_local_models_weissbart_full_v1,0,P07,mean_recording_pearson_r,0.045203574271906195,15,vlaai_epoch_1,subject_specific_local_models_weissbart_full,gate0_gate2_subject_specific_local_models_weissbart_full_v1,local adaptation
weissbart_tf64,linear,reconstruction,gate0_gate2_subject_specific_local_models_weissbart_full_v1,0,P08,mean_recording_pearson_r,0.06336599695831904,15,linear_ols,subject_specific_local_models_weissbart_full,gate0_gate2_subject_specific_local_models_weissbart_full_v1,budgeted linear-family baseline
weissbart_tf64,lasso,reconstruction,gate0_gate2_subject_specific_local_models_weissbart_full_v1,0,P08,mean_recording_pearson_r,0.10744044016658015,15,lasso_alpha_0.001,subject_specific_local_models_weissbart_full,gate0_gate2_subject_specific_local_models_weissbart_full_v1,budgeted linear-family baseline
weissbart_tf64,elasticnet,reconstruction,gate0_gate2_subject_specific_local_models_weissbart_full_v1,0,P08,mean_recording_pearson_r,0.08322809154812218,15,elasticnet_alpha_0.001_l1_0.2,subject_specific_local_models_weissbart_full,gate0_gate2_subject_specific_local_models_weissbart_full_v1,budgeted linear-family baseline
weissbart_tf64,vlaai,reconstruction,gate0_gate2_subject_specific_local_models_weissbart_full_v1,0,P08,mean_recording_pearson_r,0.055231307701817195,15,vlaai_epoch_3,subject_specific_local_models_weissbart_full,gate0_gate2_subject_specific_local_models_weissbart_full_v1,local adaptation
weissbart_tf64,linear,reconstruction,gate0_gate2_subject_specific_local_models_weissbart_full_v1,0,P09,mean_recording_pearson_r,0.10312302386354676,15,linear_ols,subject_specific_local_models_weissbart_full,gate0_gate2_subject_specific_local_models_weissbart_full_v1,budgeted linear-family baseline
weissbart_tf64,lasso,reconstruction,gate0_gate2_subject_specific_local_models_weissbart_full_v1,0,P09,mean_recording_pearson_r,0.13295334864061484,15,lasso_alpha_0.001,subject_specific_local_models_weissbart_full,gate0_gate2_subject_specific_local_models_weissbart_full_v1,budgeted linear-family baseline
weissbart_tf64,elasticnet,reconstruction,gate0_gate2_subject_specific_local_models_weissbart_full_v1,0,P09,mean_recording_pearson_r,0.13459838178511133,15,elasticnet_alpha_0.01_l1_0.2,subject_specific_local_models_weissbart_full,gate0_gate2_subject_specific_local_models_weissbart_full_v1,budgeted linear-family baseline
weissbart_tf64,vlaai,reconstruction,gate0_gate2_subject_specific_local_models_weissbart_full_v1,0,P09,mean_recording_pearson_r,0.13681227583680147,15,vlaai_epoch_2,subject_specific_local_models_weissbart_full,gate0_gate2_subject_specific_local_models_weissbart_full_v1,local adaptation
weissbart_tf64,linear,reconstruction,gate0_gate2_subject_specific_local_models_weissbart_full_v1,0,P10,mean_recording_pearson_r,0.09145687722601076,15,linear_ols,subject_specific_local_models_weissbart_full,gate0_gate2_subject_specific_local_models_weissbart_full_v1,budgeted linear-family baseline
weissbart_tf64,lasso,reconstruction,gate0_gate2_subject_specific_local_models_weissbart_full_v1,0,P10,mean_recording_pearson_r,0.10720019917467097,15,lasso_alpha_0.001,subject_specific_local_models_weissbart_full,gate0_gate2_subject_specific_local_models_weissbart_full_v1,budgeted linear-family baseline
weissbart_tf64,elasticnet,reconstruction,gate0_gate2_subject_specific_local_models_weissbart_full_v1,0,P10,mean_recording_pearson_r,0.10275775702201671,15,elasticnet_alpha_0.01_l1_0.2,subject_specific_local_models_weissbart_full,gate0_gate2_subject_specific_local_models_weissbart_full_v1,budgeted linear-family baseline
weissbart_tf64,vlaai,reconstruction,gate0_gate2_subject_specific_local_models_weissbart_full_v1,0,P10,mean_recording_pearson_r,0.06537472826821693,15,vlaai_epoch_2,subject_specific_local_models_weissbart_full,gate0_gate2_subject_specific_local_models_weissbart_full_v1,local adaptation
weissbart_tf64,linear,reconstruction,gate0_gate2_subject_specific_local_models_weissbart_full_v1,0,P11,mean_recording_pearson_r,0.11542583465695497,15,linear_ols,subject_specific_local_models_weissbart_full,gate0_gate2_subject_specific_local_models_weissbart_full_v1,budgeted linear-family baseline
weissbart_tf64,lasso,reconstruction,gate0_gate2_subject_specific_local_models_weissbart_full_v1,0,P11,mean_recording_pearson_r,0.13196177833280837,15,lasso_alpha_0.001,subject_specific_local_models_weissbart_full,gate0_gate2_subject_specific_local_models_weissbart_full_v1,budgeted linear-family baseline
weissbart_tf64,elasticnet,reconstruction,gate0_gate2_subject_specific_local_models_weissbart_full_v1,0,P11,mean_recording_pearson_r,0.13331598979201378,15,elasticnet_alpha_0.001_l1_0.8,subject_specific_local_models_weissbart_full,gate0_gate2_subject_specific_local_models_weissbart_full_v1,budgeted linear-family baseline
weissbart_tf64,vlaai,reconstruction,gate0_gate2_subject_specific_local_models_weissbart_full_v1,0,P11,mean_recording_pearson_r,0.05027721199330533,15,vlaai_epoch_1,subject_specific_local_models_weissbart_full,gate0_gate2_subject_specific_local_models_weissbart_full_v1,local adaptation
weissbart_tf64,linear,reconstruction,gate0_gate2_subject_specific_local_models_weissbart_full_v1,0,P12,mean_recording_pearson_r,0.13131834168122572,15,linear_ols,subject_specific_local_models_weissbart_full,gate0_gate2_subject_specific_local_models_weissbart_full_v1,budgeted linear-family baseline
weissbart_tf64,lasso,reconstruction,gate0_gate2_subject_specific_local_models_weissbart_full_v1,0,P12,mean_recording_pearson_r,0.16914155612113527,15,lasso_alpha_0.001,subject_specific_local_models_weissbart_full,gate0_gate2_subject_specific_local_models_weissbart_full_v1,budgeted linear-family baseline
weissbart_tf64,elasticnet,reconstruction,gate0_gate2_subject_specific_local_models_weissbart_full_v1,0,P12,mean_recording_pearson_r,0.16766181410204234,15,elasticnet_alpha_0.001_l1_0.8,subject_specific_local_models_weissbart_full,gate0_gate2_subject_specific_local_models_weissbart_full_v1,budgeted linear-family baseline
weissbart_tf64,vlaai,reconstruction,gate0_gate2_subject_specific_local_models_weissbart_full_v1,0,P12,mean_recording_pearson_r,0.181706730058688,15,vlaai_epoch_1,subject_specific_local_models_weissbart_full,gate0_gate2_subject_specific_local_models_weissbart_full_v1,local adaptation
weissbart_tf64,happyquokka,reconstruction,gate0_gate2_subject_specific_happyquokka_seeded_weissbart_full_v1,0,P00,mean_recording_pearson_r,0.12398048733468973,15,happyquokka_epoch_32,subject_specific_happyquokka_seeded_weissbart_full,gate0_gate2_subject_specific_happyquokka_seeded_weissbart_full_v1,seeded local 10s-chunk adaptation
weissbart_tf64,happyquokka,reconstruction,gate0_gate2_subject_specific_happyquokka_seeded_weissbart_full_v1,0,P01,mean_recording_pearson_r,0.11985516571673505,15,happyquokka_epoch_58,subject_specific_happyquokka_seeded_weissbart_full,gate0_gate2_subject_specific_happyquokka_seeded_weissbart_full_v1,seeded local 10s-chunk adaptation
weissbart_tf64,happyquokka,reconstruction,gate0_gate2_subject_specific_happyquokka_seeded_weissbart_full_v1,0,P02,mean_recording_pearson_r,0.08948923630210734,15,happyquokka_epoch_27,subject_specific_happyquokka_seeded_weissbart_full,gate0_gate2_subject_specific_happyquokka_seeded_weissbart_full_v1,seeded local 10s-chunk adaptation
weissbart_tf64,happyquokka,reconstruction,gate0_gate2_subject_specific_happyquokka_seeded_weissbart_full_v1,0,P03,mean_recording_pearson_r,0.09016431516507921,15,happyquokka_epoch_17,subject_specific_happyquokka_seeded_weissbart_full,gate0_gate2_subject_specific_happyquokka_seeded_weissbart_full_v1,seeded local 10s-chunk adaptation
weissbart_tf64,happyquokka,reconstruction,gate0_gate2_subject_specific_happyquokka_seeded_weissbart_full_v1,0,P04,mean_recording_pearson_r,0.06618615447026523,15,happyquokka_epoch_23,subject_specific_happyquokka_seeded_weissbart_full,gate0_gate2_subject_specific_happyquokka_seeded_weissbart_full_v1,seeded local 10s-chunk adaptation
weissbart_tf64,happyquokka,reconstruction,gate0_gate2_subject_specific_happyquokka_seeded_weissbart_full_v1,0,P05,mean_recording_pearson_r,0.17538350771711173,15,happyquokka_epoch_55,subject_specific_happyquokka_seeded_weissbart_full,gate0_gate2_subject_specific_happyquokka_seeded_weissbart_full_v1,seeded local 10s-chunk adaptation
weissbart_tf64,happyquokka,reconstruction,gate0_gate2_subject_specific_happyquokka_seeded_weissbart_full_v1,0,P06,mean_recording_pearson_r,0.010693212790145965,15,happyquokka_epoch_10,subject_specific_happyquokka_seeded_weissbart_full,gate0_gate2_subject_specific_happyquokka_seeded_weissbart_full_v1,seeded local 10s-chunk adaptation
weissbart_tf64,happyquokka,reconstruction,gate0_gate2_subject_specific_happyquokka_seeded_weissbart_full_v1,0,P07,mean_recording_pearson_r,0.14078891437872484,15,happyquokka_epoch_42,subject_specific_happyquokka_seeded_weissbart_full,gate0_gate2_subject_specific_happyquokka_seeded_weissbart_full_v1,seeded local 10s-chunk adaptation
weissbart_tf64,happyquokka,reconstruction,gate0_gate2_subject_specific_happyquokka_seeded_weissbart_full_v1,0,P08,mean_recording_pearson_r,0.08780414224816877,15,happyquokka_epoch_41,subject_specific_happyquokka_seeded_weissbart_full,gate0_gate2_subject_specific_happyquokka_seeded_weissbart_full_v1,seeded local 10s-chunk adaptation
weissbart_tf64,happyquokka,reconstruction,gate0_gate2_subject_specific_happyquokka_seeded_weissbart_full_v1,0,P09,mean_recording_pearson_r,0.19395309012394638,15,happyquokka_epoch_33,subject_specific_happyquokka_seeded_weissbart_full,gate0_gate2_subject_specific_happyquokka_seeded_weissbart_full_v1,seeded local 10s-chunk adaptation
weissbart_tf64,happyquokka,reconstruction,gate0_gate2_subject_specific_happyquokka_seeded_weissbart_full_v1,0,P10,mean_recording_pearson_r,0.08068507484370747,15,happyquokka_epoch_34,subject_specific_happyquokka_seeded_weissbart_full,gate0_gate2_subject_specific_happyquokka_seeded_weissbart_full_v1,seeded local 10s-chunk adaptation
weissbart_tf64,happyquokka,reconstruction,gate0_gate2_subject_specific_happyquokka_seeded_weissbart_full_v1,0,P11,mean_recording_pearson_r,0.19741273404829585,15,happyquokka_epoch_37,subject_specific_happyquokka_seeded_weissbart_full,gate0_gate2_subject_specific_happyquokka_seeded_weissbart_full_v1,seeded local 10s-chunk adaptation
weissbart_tf64,happyquokka,reconstruction,gate0_gate2_subject_specific_happyquokka_seeded_weissbart_full_v1,0,P12,mean_recording_pearson_r,0.2142479501669975,15,happyquokka_epoch_31,subject_specific_happyquokka_seeded_weissbart_full,gate0_gate2_subject_specific_happyquokka_seeded_weissbart_full_v1,seeded local 10s-chunk adaptation
etard_tf64,linear,reconstruction,gate0_gate2_subject_specific_modelset_etard_full_v1,0,P00,mean_recording_pearson_r,0.061655201979193414,24,linear_ols,subject_specific_modelset_etard_full,gate0_gate2_subject_specific_modelset_etard_full_v1,budgeted linear-family baseline
etard_tf64,ridge,reconstruction,gate0_gate2_subject_specific_modelset_etard_full_v1,0,P00,mean_recording_pearson_r,0.08856214290957558,24,ridge_alpha_10.0,subject_specific_modelset_etard_full,gate0_gate2_subject_specific_modelset_etard_full_v1,accepted reference subject-specific baseline adapted to etard_tf64
etard_tf64,lasso,reconstruction,gate0_gate2_subject_specific_modelset_etard_full_v1,0,P00,mean_recording_pearson_r,0.0672737203683371,24,lasso_alpha_0.001,subject_specific_modelset_etard_full,gate0_gate2_subject_specific_modelset_etard_full_v1,budgeted linear-family baseline
etard_tf64,elasticnet,reconstruction,gate0_gate2_subject_specific_modelset_etard_full_v1,0,P00,mean_recording_pearson_r,0.07371741986277175,24,elasticnet_alpha_0.001_l1_0.5,subject_specific_modelset_etard_full,gate0_gate2_subject_specific_modelset_etard_full_v1,budgeted linear-family baseline
etard_tf64,cca,reconstruction,gate0_gate2_subject_specific_modelset_etard_full_v1,0,P00,mean_recording_pearson_r,0.06378032829117325,24,cca_nc_1,subject_specific_modelset_etard_full,gate0_gate2_subject_specific_modelset_etard_full_v1,accepted reference subject-specific baseline adapted to etard_tf64
etard_tf64,fcnn,reconstruction,gate0_gate2_subject_specific_modelset_etard_full_v1,0,P00,mean_recording_pearson_r,0.030763128998412787,24,fcnn_epoch_3,subject_specific_modelset_etard_full,gate0_gate2_subject_specific_modelset_etard_full_v1,accepted reference subject-specific baseline adapted to etard_tf64
etard_tf64,dnn,reconstruction,gate0_gate2_subject_specific_modelset_etard_full_v1,0,P00,mean_recording_pearson_r,0.030763128998412787,24,dnn_epoch_3,subject_specific_modelset_etard_full,gate0_gate2_subject_specific_modelset_etard_full_v1,accepted reference subject-specific baseline adapted to etard_tf64
etard_tf64,cnn,reconstruction,gate0_gate2_subject_specific_modelset_etard_full_v1,0,P00,mean_recording_pearson_r,0.10372100556580743,24,cnn_epoch_7,subject_specific_modelset_etard_full,gate0_gate2_subject_specific_modelset_etard_full_v1,accepted reference subject-specific baseline adapted to etard_tf64
etard_tf64,eegnet,reconstruction,gate0_gate2_subject_specific_modelset_etard_full_v1,0,P00,mean_recording_pearson_r,0.11525693842195543,24,eegnet_epoch_21,subject_specific_modelset_etard_full,gate0_gate2_subject_specific_modelset_etard_full_v1,accepted reference subject-specific baseline adapted to etard_tf64
etard_tf64,adt,reconstruction,gate0_gate2_subject_specific_modelset_etard_full_v1,0,P00,mean_recording_pearson_r,0.09653729770219559,24,adt_epoch_2,subject_specific_modelset_etard_full,gate0_gate2_subject_specific_modelset_etard_full_v1,accepted reference subject-specific baseline adapted to etard_tf64
etard_tf64,vlaai,reconstruction,gate0_gate2_subject_specific_modelset_etard_full_v1,0,P00,mean_recording_pearson_r,0.06330305362686452,24,vlaai_epoch_3,subject_specific_modelset_etard_full,gate0_gate2_subject_specific_modelset_etard_full_v1,local adaptation
etard_tf64,happyquokka,reconstruction,gate0_gate2_subject_specific_modelset_etard_full_v1,0,P00,mean_recording_pearson_r,0.03049110813386548,24,happyquokka_epoch_8,subject_specific_modelset_etard_full,gate0_gate2_subject_specific_modelset_etard_full_v1,seeded local 10s-chunk adaptation
etard_tf64,linear,reconstruction,gate0_gate2_subject_specific_modelset_etard_full_v1,0,P01,mean_recording_pearson_r,0.04762968254443258,24,linear_ols,subject_specific_modelset_etard_full,gate0_gate2_subject_specific_modelset_etard_full_v1,budgeted linear-family baseline
etard_tf64,ridge,reconstruction,gate0_gate2_subject_specific_modelset_etard_full_v1,0,P01,mean_recording_pearson_r,0.09348775988759624,24,ridge_alpha_1.0,subject_specific_modelset_etard_full,gate0_gate2_subject_specific_modelset_etard_full_v1,accepted reference subject-specific baseline adapted to etard_tf64
etard_tf64,lasso,reconstruction,gate0_gate2_subject_specific_modelset_etard_full_v1,0,P01,mean_recording_pearson_r,0.06566299995511321,24,lasso_alpha_0.001,subject_specific_modelset_etard_full,gate0_gate2_subject_specific_modelset_etard_full_v1,budgeted linear-family baseline
etard_tf64,elasticnet,reconstruction,gate0_gate2_subject_specific_modelset_etard_full_v1,0,P01,mean_recording_pearson_r,0.055342305391725334,24,elasticnet_alpha_0.01_l1_0.5,subject_specific_modelset_etard_full,gate0_gate2_subject_specific_modelset_etard_full_v1,budgeted linear-family baseline
etard_tf64,cca,reconstruction,gate0_gate2_subject_specific_modelset_etard_full_v1,0,P01,mean_recording_pearson_r,0.09750545571009135,24,cca_nc_2,subject_specific_modelset_etard_full,gate0_gate2_subject_specific_modelset_etard_full_v1,accepted reference subject-specific baseline adapted to etard_tf64
etard_tf64,fcnn,reconstruction,gate0_gate2_subject_specific_modelset_etard_full_v1,0,P01,mean_recording_pearson_r,0.05850848982264917,24,fcnn_epoch_4,subject_specific_modelset_etard_full,gate0_gate2_subject_specific_modelset_etard_full_v1,accepted reference subject-specific baseline adapted to etard_tf64
etard_tf64,dnn,reconstruction,gate0_gate2_subject_specific_modelset_etard_full_v1,0,P01,mean_recording_pearson_r,0.05850848982264917,24,dnn_epoch_4,subject_specific_modelset_etard_full,gate0_gate2_subject_specific_modelset_etard_full_v1,accepted reference subject-specific baseline adapted to etard_tf64
etard_tf64,cnn,reconstruction,gate0_gate2_subject_specific_modelset_etard_full_v1,0,P01,mean_recording_pearson_r,0.11210362231868476,24,cnn_epoch_5,subject_specific_modelset_etard_full,gate0_gate2_subject_specific_modelset_etard_full_v1,accepted reference subject-specific baseline adapted to etard_tf64
etard_tf64,eegnet,reconstruction,gate0_gate2_subject_specific_modelset_etard_full_v1,0,P01,mean_recording_pearson_r,0.11202870856868123,24,eegnet_epoch_7,subject_specific_modelset_etard_full,gate0_gate2_subject_specific_modelset_etard_full_v1,accepted reference subject-specific baseline adapted to etard_tf64
etard_tf64,adt,reconstruction,gate0_gate2_subject_specific_modelset_etard_full_v1,0,P01,mean_recording_pearson_r,0.11407502947759078,24,adt_epoch_4,subject_specific_modelset_etard_full,gate0_gate2_subject_specific_modelset_etard_full_v1,accepted reference subject-specific baseline adapted to etard_tf64
etard_tf64,vlaai,reconstruction,gate0_gate2_subject_specific_modelset_etard_full_v1,0,P01,mean_recording_pearson_r,0.08019301782986758,24,vlaai_epoch_3,subject_specific_modelset_etard_full,gate0_gate2_subject_specific_modelset_etard_full_v1,local adaptation
etard_tf64,happyquokka,reconstruction,gate0_gate2_subject_specific_modelset_etard_full_v1,0,P01,mean_recording_pearson_r,0.11125986653096158,24,happyquokka_epoch_53,subject_specific_modelset_etard_full,gate0_gate2_subject_specific_modelset_etard_full_v1,seeded local 10s-chunk adaptation
etard_tf64,linear,reconstruction,gate0_gate2_subject_specific_modelset_etard_full_v1,0,P02,mean_recording_pearson_r,0.030045141067352836,40,linear_ols,subject_specific_modelset_etard_full,gate0_gate2_subject_specific_modelset_etard_full_v1,budgeted linear-family baseline
etard_tf64,ridge,reconstruction,gate0_gate2_subject_specific_modelset_etard_full_v1,0,P02,mean_recording_pearson_r,0.07709051477923592,40,ridge_alpha_100.0,subject_specific_modelset_etard_full,gate0_gate2_subject_specific_modelset_etard_full_v1,accepted reference subject-specific baseline adapted to etard_tf64
etard_tf64,lasso,reconstruction,gate0_gate2_subject_specific_modelset_etard_full_v1,0,P02,mean_recording_pearson_r,0.04455148191528506,40,lasso_alpha_0.001,subject_specific_modelset_etard_full,gate0_gate2_subject_specific_modelset_etard_full_v1,budgeted linear-family baseline
etard_tf64,elasticnet,reconstruction,gate0_gate2_subject_specific_modelset_etard_full_v1,0,P02,mean_recording_pearson_r,0.052802310758472436,40,elasticnet_alpha_0.01_l1_0.2,subject_specific_modelset_etard_full,gate0_gate2_subject_specific_modelset_etard_full_v1,budgeted linear-family baseline
etard_tf64,cca,reconstruction,gate0_gate2_subject_specific_modelset_etard_full_v1,0,P02,mean_recording_pearson_r,0.062069956552268456,40,cca_nc_4,subject_specific_modelset_etard_full,gate0_gate2_subject_specific_modelset_etard_full_v1,accepted reference subject-specific baseline adapted to etard_tf64
etard_tf64,fcnn,reconstruction,gate0_gate2_subject_specific_modelset_etard_full_v1,0,P02,mean_recording_pearson_r,0.058882612785336644,40,fcnn_epoch_0,subject_specific_modelset_etard_full,gate0_gate2_subject_specific_modelset_etard_full_v1,accepted reference subject-specific baseline adapted to etard_tf64
etard_tf64,dnn,reconstruction,gate0_gate2_subject_specific_modelset_etard_full_v1,0,P02,mean_recording_pearson_r,0.058882612785336644,40,dnn_epoch_0,subject_specific_modelset_etard_full,gate0_gate2_subject_specific_modelset_etard_full_v1,accepted reference subject-specific baseline adapted to etard_tf64
etard_tf64,cnn,reconstruction,gate0_gate2_subject_specific_modelset_etard_full_v1,0,P02,mean_recording_pearson_r,0.09224652975993675,40,cnn_epoch_5,subject_specific_modelset_etard_full,gate0_gate2_subject_specific_modelset_etard_full_v1,accepted reference subject-specific baseline adapted to etard_tf64
etard_tf64,eegnet,reconstruction,gate0_gate2_subject_specific_modelset_etard_full_v1,0,P02,mean_recording_pearson_r,0.10140083155815853,40,eegnet_epoch_7,subject_specific_modelset_etard_full,gate0_gate2_subject_specific_modelset_etard_full_v1,accepted reference subject-specific baseline adapted to etard_tf64
etard_tf64,adt,reconstruction,gate0_gate2_subject_specific_modelset_etard_full_v1,0,P02,mean_recording_pearson_r,0.06372597147126047,40,adt_epoch_8,subject_specific_modelset_etard_full,gate0_gate2_subject_specific_modelset_etard_full_v1,accepted reference subject-specific baseline adapted to etard_tf64
etard_tf64,vlaai,reconstruction,gate0_gate2_subject_specific_modelset_etard_full_v1,0,P02,mean_recording_pearson_r,0.07922880448766322,40,vlaai_epoch_1,subject_specific_modelset_etard_full,gate0_gate2_subject_specific_modelset_etard_full_v1,local adaptation
etard_tf64,happyquokka,reconstruction,gate0_gate2_subject_specific_modelset_etard_full_v1,0,P02,mean_recording_pearson_r,0.07212337130653865,40,happyquokka_epoch_40,subject_specific_modelset_etard_full,gate0_gate2_subject_specific_modelset_etard_full_v1,seeded local 10s-chunk adaptation
etard_tf64,linear,reconstruction,gate0_gate2_subject_specific_modelset_etard_full_v1,0,P03,mean_recording_pearson_r,0.06768664193737677,24,linear_ols,subject_specific_modelset_etard_full,gate0_gate2_subject_specific_modelset_etard_full_v1,budgeted linear-family baseline
etard_tf64,ridge,reconstruction,gate0_gate2_subject_specific_modelset_etard_full_v1,0,P03,mean_recording_pearson_r,0.10403691476004627,24,ridge_alpha_10.0,subject_specific_modelset_etard_full,gate0_gate2_subject_specific_modelset_etard_full_v1,accepted reference subject-specific baseline adapted to etard_tf64
etard_tf64,lasso,reconstruction,gate0_gate2_subject_specific_modelset_etard_full_v1,0,P03,mean_recording_pearson_r,0.0762165645313837,24,lasso_alpha_0.001,subject_specific_modelset_etard_full,gate0_gate2_subject_specific_modelset_etard_full_v1,budgeted linear-family baseline
etard_tf64,elasticnet,reconstruction,gate0_gate2_subject_specific_modelset_etard_full_v1,0,P03,mean_recording_pearson_r,0.07663978211226129,24,elasticnet_alpha_0.001_l1_0.8,subject_specific_modelset_etard_full,gate0_gate2_subject_specific_modelset_etard_full_v1,budgeted linear-family baseline
etard_tf64,cca,reconstruction,gate0_gate2_subject_specific_modelset_etard_full_v1,0,P03,mean_recording_pearson_r,0.07301334317130466,24,cca_nc_2,subject_specific_modelset_etard_full,gate0_gate2_subject_specific_modelset_etard_full_v1,accepted reference subject-specific baseline adapted to etard_tf64
etard_tf64,fcnn,reconstruction,gate0_gate2_subject_specific_modelset_etard_full_v1,0,P03,mean_recording_pearson_r,0.06670250618964486,24,fcnn_epoch_4,subject_specific_modelset_etard_full,gate0_gate2_subject_specific_modelset_etard_full_v1,accepted reference subject-specific baseline adapted to etard_tf64
etard_tf64,dnn,reconstruction,gate0_gate2_subject_specific_modelset_etard_full_v1,0,P03,mean_recording_pearson_r,0.06670250618964486,24,dnn_epoch_4,subject_specific_modelset_etard_full,gate0_gate2_subject_specific_modelset_etard_full_v1,accepted reference subject-specific baseline adapted to etard_tf64
etard_tf64,cnn,reconstruction,gate0_gate2_subject_specific_modelset_etard_full_v1,0,P03,mean_recording_pearson_r,0.09817284436259249,24,cnn_epoch_8,subject_specific_modelset_etard_full,gate0_gate2_subject_specific_modelset_etard_full_v1,accepted reference subject-specific baseline adapted to etard_tf64
etard_tf64,eegnet,reconstruction,gate0_gate2_subject_specific_modelset_etard_full_v1,0,P03,mean_recording_pearson_r,0.1036849440223706,24,eegnet_epoch_29,subject_specific_modelset_etard_full,gate0_gate2_subject_specific_modelset_etard_full_v1,accepted reference subject-specific baseline adapted to etard_tf64
etard_tf64,adt,reconstruction,gate0_gate2_subject_specific_modelset_etard_full_v1,0,P03,mean_recording_pearson_r,0.08157747579864043,24,adt_epoch_4,subject_specific_modelset_etard_full,gate0_gate2_subject_specific_modelset_etard_full_v1,accepted reference subject-specific baseline adapted to etard_tf64
etard_tf64,vlaai,reconstruction,gate0_gate2_subject_specific_modelset_etard_full_v1,0,P03,mean_recording_pearson_r,0.06077917907719891,24,vlaai_epoch_3,subject_specific_modelset_etard_full,gate0_gate2_subject_specific_modelset_etard_full_v1,local adaptation
etard_tf64,happyquokka,reconstruction,gate0_gate2_subject_specific_modelset_etard_full_v1,0,P03,mean_recording_pearson_r,0.08550133757760121,24,happyquokka_epoch_5,subject_specific_modelset_etard_full,gate0_gate2_subject_specific_modelset_etard_full_v1,seeded local 10s-chunk adaptation
etard_tf64,linear,reconstruction,gate0_gate2_subject_specific_modelset_etard_full_v1,0,P04,mean_recording_pearson_r,0.11900002631550947,24,linear_ols,subject_specific_modelset_etard_full,gate0_gate2_subject_specific_modelset_etard_full_v1,budgeted linear-family baseline
