dataset,model,task,protocol,seed,subject_id,metric_name,metric_value,num_recordings,checkpoint_id,artifact_scope,source_artifact,method_protocol_marker
weissbart_tf64,cca,reconstruction,gate0_gate2_full_subject_single_seed_v1,0,P03,mean_recording_pearson_r,0.09235633099448197,15,cca_nc_4,full_subject_single_seed_validation,gate0_gate2_model_expansion_v1,accepted reference subject-specific baseline
weissbart_tf64,fcnn,reconstruction,gate0_gate2_full_subject_single_seed_v1,0,P03,mean_recording_pearson_r,0.09301722644919923,15,fcnn_epoch_0,full_subject_single_seed_validation,gate0_gate2_model_expansion_v1,accepted reference subject-specific baseline
weissbart_tf64,adt,reconstruction,gate0_gate2_full_subject_single_seed_v1,0,P03,mean_recording_pearson_r,0.17165821755137783,15,adt_epoch_3,full_subject_single_seed_validation,gate0_gate2_model_expansion_v1,accepted reference subject-specific baseline
weissbart_tf64,dnn,reconstruction,gate0_gate2_full_subject_single_seed_v1,0,P03,mean_recording_pearson_r,0.09301722353610266,15,dnn_epoch_0,full_subject_single_seed_validation,gate0_gate2_model_expansion_v1,accepted reference subject-specific baseline
weissbart_tf64,cnn,reconstruction,gate0_gate2_full_subject_single_seed_v1,0,P03,mean_recording_pearson_r,0.15045817846035278,15,cnn_epoch_7,full_subject_single_seed_validation,gate0_gate2_model_expansion_v1,accepted reference subject-specific baseline
weissbart_tf64,eegnet,reconstruction,gate0_gate2_full_subject_single_seed_v1,0,P03,mean_recording_pearson_r,0.17204582147225905,15,eegnet_epoch_26,full_subject_single_seed_validation,gate0_gate2_model_expansion_v1,accepted reference subject-specific baseline
weissbart_tf64,ridge,reconstruction,gate0_gate2_full_subject_single_seed_v1,0,P04,mean_recording_pearson_r,0.15641946834537293,15,ridge_alpha_100.0,full_subject_single_seed_validation,gate0_gate2_model_expansion_v1,accepted reference subject-specific baseline
weissbart_tf64,cca,reconstruction,gate0_gate2_full_subject_single_seed_v1,0,P04,mean_recording_pearson_r,0.07927436820213123,15,cca_nc_4,full_subject_single_seed_validation,gate0_gate2_model_expansion_v1,accepted reference subject-specific baseline
weissbart_tf64,fcnn,reconstruction,gate0_gate2_full_subject_single_seed_v1,0,P04,mean_recording_pearson_r,0.0941646004628128,15,fcnn_epoch_0,full_subject_single_seed_validation,gate0_gate2_model_expansion_v1,accepted reference subject-specific baseline
weissbart_tf64,adt,reconstruction,gate0_gate2_full_subject_single_seed_v1,0,P04,mean_recording_pearson_r,0.10152927546619955,15,adt_epoch_1,full_subject_single_seed_validation,gate0_gate2_model_expansion_v1,accepted reference subject-specific baseline
weissbart_tf64,dnn,reconstruction,gate0_gate2_full_subject_single_seed_v1,0,P04,mean_recording_pearson_r,0.09416459974981307,15,dnn_epoch_0,full_subject_single_seed_validation,gate0_gate2_model_expansion_v1,accepted reference subject-specific baseline
weissbart_tf64,cnn,reconstruction,gate0_gate2_full_subject_single_seed_v1,0,P04,mean_recording_pearson_r,0.1597996544040672,15,cnn_epoch_7,full_subject_single_seed_validation,gate0_gate2_model_expansion_v1,accepted reference subject-specific baseline
weissbart_tf64,eegnet,reconstruction,gate0_gate2_full_subject_single_seed_v1,0,P04,mean_recording_pearson_r,0.1561388287915893,15,eegnet_epoch_22,full_subject_single_seed_validation,gate0_gate2_model_expansion_v1,accepted reference subject-specific baseline
weissbart_tf64,ridge,reconstruction,gate0_gate2_full_subject_single_seed_v1,0,P05,mean_recording_pearson_r,0.15318522294329492,15,ridge_alpha_1.0,full_subject_single_seed_validation,gate0_gate2_model_expansion_v1,accepted reference subject-specific baseline
weissbart_tf64,cca,reconstruction,gate0_gate2_full_subject_single_seed_v1,0,P05,mean_recording_pearson_r,0.09124425320427514,15,cca_nc_4,full_subject_single_seed_validation,gate0_gate2_model_expansion_v1,accepted reference subject-specific baseline
weissbart_tf64,fcnn,reconstruction,gate0_gate2_full_subject_single_seed_v1,0,P05,mean_recording_pearson_r,0.06978308367439218,15,fcnn_epoch_1,full_subject_single_seed_validation,gate0_gate2_model_expansion_v1,accepted reference subject-specific baseline
weissbart_tf64,adt,reconstruction,gate0_gate2_full_subject_single_seed_v1,0,P05,mean_recording_pearson_r,0.10389705364696104,15,adt_epoch_12,full_subject_single_seed_validation,gate0_gate2_model_expansion_v1,accepted reference subject-specific baseline
weissbart_tf64,dnn,reconstruction,gate0_gate2_full_subject_single_seed_v1,0,P05,mean_recording_pearson_r,0.06978313146330399,15,dnn_epoch_1,full_subject_single_seed_validation,gate0_gate2_model_expansion_v1,accepted reference subject-specific baseline
weissbart_tf64,cnn,reconstruction,gate0_gate2_full_subject_single_seed_v1,0,P05,mean_recording_pearson_r,0.11631922498328137,15,cnn_epoch_2,full_subject_single_seed_validation,gate0_gate2_model_expansion_v1,accepted reference subject-specific baseline
weissbart_tf64,eegnet,reconstruction,gate0_gate2_full_subject_single_seed_v1,0,P05,mean_recording_pearson_r,0.13498359765850224,15,eegnet_epoch_7,full_subject_single_seed_validation,gate0_gate2_model_expansion_v1,accepted reference subject-specific baseline
weissbart_tf64,ridge,reconstruction,gate0_gate2_full_subject_single_seed_v1,0,P06,mean_recording_pearson_r,0.06673353980209834,15,ridge_alpha_10.0,full_subject_single_seed_validation,gate0_gate2_model_expansion_v1,accepted reference subject-specific baseline
weissbart_tf64,cca,reconstruction,gate0_gate2_full_subject_single_seed_v1,0,P06,mean_recording_pearson_r,0.04920611017410582,15,cca_nc_1,full_subject_single_seed_validation,gate0_gate2_model_expansion_v1,accepted reference subject-specific baseline
weissbart_tf64,fcnn,reconstruction,gate0_gate2_full_subject_single_seed_v1,0,P06,mean_recording_pearson_r,0.0022999500064735407,15,fcnn_epoch_6,full_subject_single_seed_validation,gate0_gate2_model_expansion_v1,accepted reference subject-specific baseline
weissbart_tf64,adt,reconstruction,gate0_gate2_full_subject_single_seed_v1,0,P06,mean_recording_pearson_r,0.11759718002086622,15,adt_epoch_2,full_subject_single_seed_validation,gate0_gate2_model_expansion_v1,accepted reference subject-specific baseline
weissbart_tf64,dnn,reconstruction,gate0_gate2_full_subject_single_seed_v1,0,P06,mean_recording_pearson_r,0.0020317051401170516,15,dnn_epoch_6,full_subject_single_seed_validation,gate0_gate2_model_expansion_v1,accepted reference subject-specific baseline
weissbart_tf64,cnn,reconstruction,gate0_gate2_full_subject_single_seed_v1,0,P06,mean_recording_pearson_r,0.06586882154656479,15,cnn_epoch_4,full_subject_single_seed_validation,gate0_gate2_model_expansion_v1,accepted reference subject-specific baseline
weissbart_tf64,eegnet,reconstruction,gate0_gate2_full_subject_single_seed_v1,0,P06,mean_recording_pearson_r,0.07786007898250835,15,eegnet_epoch_48,full_subject_single_seed_validation,gate0_gate2_model_expansion_v1,accepted reference subject-specific baseline
weissbart_tf64,ridge,reconstruction,gate0_gate2_full_subject_single_seed_v1,0,P07,mean_recording_pearson_r,0.13858419702944305,15,ridge_alpha_10.0,full_subject_single_seed_validation,gate0_gate2_model_expansion_v1,accepted reference subject-specific baseline
weissbart_tf64,cca,reconstruction,gate0_gate2_full_subject_single_seed_v1,0,P07,mean_recording_pearson_r,0.11135284179342281,15,cca_nc_2,full_subject_single_seed_validation,gate0_gate2_model_expansion_v1,accepted reference subject-specific baseline
weissbart_tf64,fcnn,reconstruction,gate0_gate2_full_subject_single_seed_v1,0,P07,mean_recording_pearson_r,0.1261473819149195,15,fcnn_epoch_1,full_subject_single_seed_validation,gate0_gate2_model_expansion_v1,accepted reference subject-specific baseline
weissbart_tf64,adt,reconstruction,gate0_gate2_full_subject_single_seed_v1,0,P07,mean_recording_pearson_r,0.11841530013922809,15,adt_epoch_1,full_subject_single_seed_validation,gate0_gate2_model_expansion_v1,accepted reference subject-specific baseline
weissbart_tf64,dnn,reconstruction,gate0_gate2_full_subject_single_seed_v1,0,P07,mean_recording_pearson_r,0.1261473752590004,15,dnn_epoch_1,full_subject_single_seed_validation,gate0_gate2_model_expansion_v1,accepted reference subject-specific baseline
weissbart_tf64,cnn,reconstruction,gate0_gate2_full_subject_single_seed_v1,0,P07,mean_recording_pearson_r,0.13158945649228865,15,cnn_epoch_0,full_subject_single_seed_validation,gate0_gate2_model_expansion_v1,accepted reference subject-specific baseline
weissbart_tf64,eegnet,reconstruction,gate0_gate2_full_subject_single_seed_v1,0,P07,mean_recording_pearson_r,0.14121259408896025,15,eegnet_epoch_4,full_subject_single_seed_validation,gate0_gate2_model_expansion_v1,accepted reference subject-specific baseline
weissbart_tf64,ridge,reconstruction,gate0_gate2_full_subject_single_seed_v1,0,P08,mean_recording_pearson_r,0.10332106633028906,15,ridge_alpha_100.0,full_subject_single_seed_validation,gate0_gate2_model_expansion_v1,accepted reference subject-specific baseline
weissbart_tf64,cca,reconstruction,gate0_gate2_full_subject_single_seed_v1,0,P08,mean_recording_pearson_r,0.10176183935137799,15,cca_nc_4,full_subject_single_seed_validation,gate0_gate2_model_expansion_v1,accepted reference subject-specific baseline
weissbart_tf64,fcnn,reconstruction,gate0_gate2_full_subject_single_seed_v1,0,P08,mean_recording_pearson_r,0.08469970304270623,15,fcnn_epoch_1,full_subject_single_seed_validation,gate0_gate2_model_expansion_v1,accepted reference subject-specific baseline
weissbart_tf64,adt,reconstruction,gate0_gate2_full_subject_single_seed_v1,0,P08,mean_recording_pearson_r,0.06968193262957317,15,adt_epoch_29,full_subject_single_seed_validation,gate0_gate2_model_expansion_v1,accepted reference subject-specific baseline
weissbart_tf64,dnn,reconstruction,gate0_gate2_full_subject_single_seed_v1,0,P08,mean_recording_pearson_r,0.08469970102109593,15,dnn_epoch_1,full_subject_single_seed_validation,gate0_gate2_model_expansion_v1,accepted reference subject-specific baseline
weissbart_tf64,cnn,reconstruction,gate0_gate2_full_subject_single_seed_v1,0,P08,mean_recording_pearson_r,0.11240072782455354,15,cnn_epoch_10,full_subject_single_seed_validation,gate0_gate2_model_expansion_v1,accepted reference subject-specific baseline
weissbart_tf64,eegnet,reconstruction,gate0_gate2_full_subject_single_seed_v1,0,P08,mean_recording_pearson_r,0.13751796289052148,15,eegnet_epoch_4,full_subject_single_seed_validation,gate0_gate2_model_expansion_v1,accepted reference subject-specific baseline
weissbart_tf64,ridge,reconstruction,gate0_gate2_full_subject_single_seed_v1,0,P09,mean_recording_pearson_r,0.14148315889106838,15,ridge_alpha_10.0,full_subject_single_seed_validation,gate0_gate2_model_expansion_v1,accepted reference subject-specific baseline
weissbart_tf64,cca,reconstruction,gate0_gate2_full_subject_single_seed_v1,0,P09,mean_recording_pearson_r,0.1166026776245573,15,cca_nc_4,full_subject_single_seed_validation,gate0_gate2_model_expansion_v1,accepted reference subject-specific baseline
weissbart_tf64,fcnn,reconstruction,gate0_gate2_full_subject_single_seed_v1,0,P09,mean_recording_pearson_r,0.11950139632887627,15,fcnn_epoch_2,full_subject_single_seed_validation,gate0_gate2_model_expansion_v1,accepted reference subject-specific baseline
weissbart_tf64,adt,reconstruction,gate0_gate2_full_subject_single_seed_v1,0,P09,mean_recording_pearson_r,0.17893387249741985,15,adt_epoch_2,full_subject_single_seed_validation,gate0_gate2_model_expansion_v1,accepted reference subject-specific baseline
weissbart_tf64,dnn,reconstruction,gate0_gate2_full_subject_single_seed_v1,0,P09,mean_recording_pearson_r,0.11950121680871648,15,dnn_epoch_2,full_subject_single_seed_validation,gate0_gate2_model_expansion_v1,accepted reference subject-specific baseline
weissbart_tf64,cnn,reconstruction,gate0_gate2_full_subject_single_seed_v1,0,P09,mean_recording_pearson_r,0.12776042309188115,15,cnn_epoch_4,full_subject_single_seed_validation,gate0_gate2_model_expansion_v1,accepted reference subject-specific baseline
weissbart_tf64,eegnet,reconstruction,gate0_gate2_full_subject_single_seed_v1,0,P09,mean_recording_pearson_r,0.16936706399115245,15,eegnet_epoch_13,full_subject_single_seed_validation,gate0_gate2_model_expansion_v1,accepted reference subject-specific baseline
weissbart_tf64,ridge,reconstruction,gate0_gate2_full_subject_single_seed_v1,0,P10,mean_recording_pearson_r,0.13112665731121304,15,ridge_alpha_100.0,full_subject_single_seed_validation,gate0_gate2_model_expansion_v1,accepted reference subject-specific baseline
weissbart_tf64,cca,reconstruction,gate0_gate2_full_subject_single_seed_v1,0,P10,mean_recording_pearson_r,0.09218244704746066,15,cca_nc_4,full_subject_single_seed_validation,gate0_gate2_model_expansion_v1,accepted reference subject-specific baseline
weissbart_tf64,fcnn,reconstruction,gate0_gate2_full_subject_single_seed_v1,0,P10,mean_recording_pearson_r,0.06012010503899434,15,fcnn_epoch_2,full_subject_single_seed_validation,gate0_gate2_model_expansion_v1,accepted reference subject-specific baseline
weissbart_tf64,adt,reconstruction,gate0_gate2_full_subject_single_seed_v1,0,P10,mean_recording_pearson_r,0.0956011076730103,15,adt_epoch_7,full_subject_single_seed_validation,gate0_gate2_model_expansion_v1,accepted reference subject-specific baseline
weissbart_tf64,dnn,reconstruction,gate0_gate2_full_subject_single_seed_v1,0,P10,mean_recording_pearson_r,0.0601201826871298,15,dnn_epoch_2,full_subject_single_seed_validation,gate0_gate2_model_expansion_v1,accepted reference subject-specific baseline
weissbart_tf64,cnn,reconstruction,gate0_gate2_full_subject_single_seed_v1,0,P10,mean_recording_pearson_r,0.1196922337151288,15,cnn_epoch_7,full_subject_single_seed_validation,gate0_gate2_model_expansion_v1,accepted reference subject-specific baseline
weissbart_tf64,eegnet,reconstruction,gate0_gate2_full_subject_single_seed_v1,0,P10,mean_recording_pearson_r,0.12190049828687434,15,eegnet_epoch_21,full_subject_single_seed_validation,gate0_gate2_model_expansion_v1,accepted reference subject-specific baseline
weissbart_tf64,ridge,reconstruction,gate0_gate2_full_subject_single_seed_v1,0,P11,mean_recording_pearson_r,0.1506067789566798,15,ridge_alpha_10.0,full_subject_single_seed_validation,gate0_gate2_model_expansion_v1,accepted reference subject-specific baseline
weissbart_tf64,cca,reconstruction,gate0_gate2_full_subject_single_seed_v1,0,P11,mean_recording_pearson_r,0.08922455910492093,15,cca_nc_4,full_subject_single_seed_validation,gate0_gate2_model_expansion_v1,accepted reference subject-specific baseline
weissbart_tf64,fcnn,reconstruction,gate0_gate2_full_subject_single_seed_v1,0,P11,mean_recording_pearson_r,0.09074733462673669,15,fcnn_epoch_1,full_subject_single_seed_validation,gate0_gate2_model_expansion_v1,accepted reference subject-specific baseline
weissbart_tf64,adt,reconstruction,gate0_gate2_full_subject_single_seed_v1,0,P11,mean_recording_pearson_r,0.1626934130193955,15,adt_epoch_2,full_subject_single_seed_validation,gate0_gate2_model_expansion_v1,accepted reference subject-specific baseline
weissbart_tf64,dnn,reconstruction,gate0_gate2_full_subject_single_seed_v1,0,P11,mean_recording_pearson_r,0.0907472356125782,15,dnn_epoch_1,full_subject_single_seed_validation,gate0_gate2_model_expansion_v1,accepted reference subject-specific baseline
weissbart_tf64,cnn,reconstruction,gate0_gate2_full_subject_single_seed_v1,0,P11,mean_recording_pearson_r,0.12854878628568925,15,cnn_epoch_1,full_subject_single_seed_validation,gate0_gate2_model_expansion_v1,accepted reference subject-specific baseline
weissbart_tf64,eegnet,reconstruction,gate0_gate2_full_subject_single_seed_v1,0,P11,mean_recording_pearson_r,0.14839113678460514,15,eegnet_epoch_18,full_subject_single_seed_validation,gate0_gate2_model_expansion_v1,accepted reference subject-specific baseline
weissbart_tf64,ridge,reconstruction,gate0_gate2_full_subject_single_seed_v1,0,P12,mean_recording_pearson_r,0.17372779956779152,15,ridge_alpha_10.0,full_subject_single_seed_validation,gate0_gate2_model_expansion_v1,accepted reference subject-specific baseline
weissbart_tf64,cca,reconstruction,gate0_gate2_full_subject_single_seed_v1,0,P12,mean_recording_pearson_r,0.1363743607291315,15,cca_nc_2,full_subject_single_seed_validation,gate0_gate2_model_expansion_v1,accepted reference subject-specific baseline
weissbart_tf64,fcnn,reconstruction,gate0_gate2_full_subject_single_seed_v1,0,P12,mean_recording_pearson_r,0.17704273413877203,15,fcnn_epoch_1,full_subject_single_seed_validation,gate0_gate2_model_expansion_v1,accepted reference subject-specific baseline
weissbart_tf64,adt,reconstruction,gate0_gate2_full_subject_single_seed_v1,0,P12,mean_recording_pearson_r,0.20441027148312615,15,adt_epoch_3,full_subject_single_seed_validation,gate0_gate2_model_expansion_v1,accepted reference subject-specific baseline
weissbart_tf64,dnn,reconstruction,gate0_gate2_full_subject_single_seed_v1,0,P12,mean_recording_pearson_r,0.17704274109017717,15,dnn_epoch_1,full_subject_single_seed_validation,gate0_gate2_model_expansion_v1,accepted reference subject-specific baseline
weissbart_tf64,cnn,reconstruction,gate0_gate2_full_subject_single_seed_v1,0,P12,mean_recording_pearson_r,0.20075091678744028,15,cnn_epoch_11,full_subject_single_seed_validation,gate0_gate2_model_expansion_v1,accepted reference subject-specific baseline
weissbart_tf64,eegnet,reconstruction,gate0_gate2_full_subject_single_seed_v1,0,P12,mean_recording_pearson_r,0.21059654682046705,15,eegnet_epoch_27,full_subject_single_seed_validation,gate0_gate2_model_expansion_v1,accepted reference subject-specific baseline
weissbart_tf64,linear,reconstruction,gate0_gate2_subject_specific_local_models_weissbart_full_v1,0,P00,mean_recording_pearson_r,0.08713776516933823,15,linear_ols,subject_specific_local_models_weissbart_full,gate0_gate2_subject_specific_local_models_weissbart_full_v1,budgeted linear-family baseline
weissbart_tf64,lasso,reconstruction,gate0_gate2_subject_specific_local_models_weissbart_full_v1,0,P00,mean_recording_pearson_r,0.10543951402510784,15,lasso_alpha_0.001,subject_specific_local_models_weissbart_full,gate0_gate2_subject_specific_local_models_weissbart_full_v1,budgeted linear-family baseline
weissbart_tf64,elasticnet,reconstruction,gate0_gate2_subject_specific_local_models_weissbart_full_v1,0,P00,mean_recording_pearson_r,0.10572577740907098,15,elasticnet_alpha_0.001_l1_0.8,subject_specific_local_models_weissbart_full,gate0_gate2_subject_specific_local_models_weissbart_full_v1,budgeted linear-family baseline
weissbart_tf64,vlaai,reconstruction,gate0_gate2_subject_specific_local_models_weissbart_full_v1,0,P00,mean_recording_pearson_r,0.08132087080623955,15,vlaai_epoch_2,subject_specific_local_models_weissbart_full,gate0_gate2_subject_specific_local_models_weissbart_full_v1,local adaptation
weissbart_tf64,linear,reconstruction,gate0_gate2_subject_specific_local_models_weissbart_full_v1,0,P01,mean_recording_pearson_r,0.045803683113870355,15,linear_ols,subject_specific_local_models_weissbart_full,gate0_gate2_subject_specific_local_models_weissbart_full_v1,budgeted linear-family baseline
weissbart_tf64,lasso,reconstruction,gate0_gate2_subject_specific_local_models_weissbart_full_v1,0,P01,mean_recording_pearson_r,0.07935923374432896,15,lasso_alpha_0.001,subject_specific_local_models_weissbart_full,gate0_gate2_subject_specific_local_models_weissbart_full_v1,budgeted linear-family baseline
weissbart_tf64,elasticnet,reconstruction,gate0_gate2_subject_specific_local_models_weissbart_full_v1,0,P01,mean_recording_pearson_r,0.08367361771471674,15,elasticnet_alpha_0.01_l1_0.2,subject_specific_local_models_weissbart_full,gate0_gate2_subject_specific_local_models_weissbart_full_v1,budgeted linear-family baseline
weissbart_tf64,vlaai,reconstruction,gate0_gate2_subject_specific_local_models_weissbart_full_v1,0,P01,mean_recording_pearson_r,0.08182630281933458,15,vlaai_epoch_1,subject_specific_local_models_weissbart_full,gate0_gate2_subject_specific_local_models_weissbart_full_v1,local adaptation
weissbart_tf64,linear,reconstruction,gate0_gate2_subject_specific_local_models_weissbart_full_v1,0,P02,mean_recording_pearson_r,0.09132738143915838,15,linear_ols,subject_specific_local_models_weissbart_full,gate0_gate2_subject_specific_local_models_weissbart_full_v1,budgeted linear-family baseline
weissbart_tf64,lasso,reconstruction,gate0_gate2_subject_specific_local_models_weissbart_full_v1,0,P02,mean_recording_pearson_r,0.10910393989759545,15,lasso_alpha_0.001,subject_specific_local_models_weissbart_full,gate0_gate2_subject_specific_local_models_weissbart_full_v1,budgeted linear-family baseline
weissbart_tf64,elasticnet,reconstruction,gate0_gate2_subject_specific_local_models_weissbart_full_v1,0,P02,mean_recording_pearson_r,0.09831205753491948,15,elasticnet_alpha_0.01_l1_0.2,subject_specific_local_models_weissbart_full,gate0_gate2_subject_specific_local_models_weissbart_full_v1,budgeted linear-family baseline
weissbart_tf64,vlaai,reconstruction,gate0_gate2_subject_specific_local_models_weissbart_full_v1,0,P02,mean_recording_pearson_r,0.11144597470627263,15,vlaai_epoch_1,subject_specific_local_models_weissbart_full,gate0_gate2_subject_specific_local_models_weissbart_full_v1,local adaptation
weissbart_tf64,linear,reconstruction,gate0_gate2_subject_specific_local_models_weissbart_full_v1,0,P03,mean_recording_pearson_r,0.11395624406070433,15,linear_ols,subject_specific_local_models_weissbart_full,gate0_gate2_subject_specific_local_models_weissbart_full_v1,budgeted linear-family baseline
weissbart_tf64,lasso,reconstruction,gate0_gate2_subject_specific_local_models_weissbart_full_v1,0,P03,mean_recording_pearson_r,0.12861212396959545,15,lasso_alpha_0.001,subject_specific_local_models_weissbart_full,gate0_gate2_subject_specific_local_models_weissbart_full_v1,budgeted linear-family baseline
weissbart_tf64,elasticnet,reconstruction,gate0_gate2_subject_specific_local_models_weissbart_full_v1,0,P03,mean_recording_pearson_r,0.13065897188938982,15,elasticnet_alpha_0.001_l1_0.8,subject_specific_local_models_weissbart_full,gate0_gate2_subject_specific_local_models_weissbart_full_v1,budgeted linear-family baseline
weissbart_tf64,vlaai,reconstruction,gate0_gate2_subject_specific_local_models_weissbart_full_v1,0,P03,mean_recording_pearson_r,0.05708163502378872,15,vlaai_epoch_2,subject_specific_local_models_weissbart_full,gate0_gate2_subject_specific_local_models_weissbart_full_v1,local adaptation
weissbart_tf64,linear,reconstruction,gate0_gate2_subject_specific_local_models_weissbart_full_v1,0,P04,mean_recording_pearson_r,0.10658886322030268,15,linear_ols,subject_specific_local_models_weissbart_full,gate0_gate2_subject_specific_local_models_weissbart_full_v1,budgeted linear-family baseline
weissbart_tf64,lasso,reconstruction,gate0_gate2_subject_specific_local_models_weissbart_full_v1,0,P04,mean_recording_pearson_r,0.11973510888137297,15,lasso_alpha_0.001,subject_specific_local_models_weissbart_full,gate0_gate2_subject_specific_local_models_weissbart_full_v1,budgeted linear-family baseline
weissbart_tf64,elasticnet,reconstruction,gate0_gate2_subject_specific_local_models_weissbart_full_v1,0,P04,mean_recording_pearson_r,0.12294387139998404,15,elasticnet_alpha_0.001_l1_0.5,subject_specific_local_models_weissbart_full,gate0_gate2_subject_specific_local_models_weissbart_full_v1,budgeted linear-family baseline
