job_index,dataset,subject_id,model,seed,job_key,status,checkpoint_path
198,etard_tf64,P16,dnn,0,etard_tf64:P16:dnn:seed0,pending,local_checkpoints/gate0_gate2_subject_specific_modelset_etard_full_v1/etard_tf64__P16__dnn__seed0.pt
199,etard_tf64,P16,cnn,0,etard_tf64:P16:cnn:seed0,pending,local_checkpoints/gate0_gate2_subject_specific_modelset_etard_full_v1/etard_tf64__P16__cnn__seed0.pt
200,etard_tf64,P16,eegnet,0,etard_tf64:P16:eegnet:seed0,pending,local_checkpoints/gate0_gate2_subject_specific_modelset_etard_full_v1/etard_tf64__P16__eegnet__seed0.pt
201,etard_tf64,P16,adt,0,etard_tf64:P16:adt:seed0,pending,local_checkpoints/gate0_gate2_subject_specific_modelset_etard_full_v1/etard_tf64__P16__adt__seed0.pt
202,etard_tf64,P16,vlaai,0,etard_tf64:P16:vlaai:seed0,pending,local_checkpoints/gate0_gate2_subject_specific_modelset_etard_full_v1/etard_tf64__P16__vlaai__seed0.pt
203,etard_tf64,P16,happyquokka,0,etard_tf64:P16:happyquokka:seed0,pending,local_checkpoints/gate0_gate2_subject_specific_modelset_etard_full_v1/etard_tf64__P16__happyquokka__seed0.pt
204,etard_tf64,P17,linear,0,etard_tf64:P17:linear:seed0,pending,local_checkpoints/gate0_gate2_subject_specific_modelset_etard_full_v1/etard_tf64__P17__linear__seed0.pt
205,etard_tf64,P17,ridge,0,etard_tf64:P17:ridge:seed0,pending,local_checkpoints/gate0_gate2_subject_specific_modelset_etard_full_v1/etard_tf64__P17__ridge__seed0.pt
206,etard_tf64,P17,lasso,0,etard_tf64:P17:lasso:seed0,pending,local_checkpoints/gate0_gate2_subject_specific_modelset_etard_full_v1/etard_tf64__P17__lasso__seed0.pt
207,etard_tf64,P17,elasticnet,0,etard_tf64:P17:elasticnet:seed0,pending,local_checkpoints/gate0_gate2_subject_specific_modelset_etard_full_v1/etard_tf64__P17__elasticnet__seed0.pt
208,etard_tf64,P17,cca,0,etard_tf64:P17:cca:seed0,pending,local_checkpoints/gate0_gate2_subject_specific_modelset_etard_full_v1/etard_tf64__P17__cca__seed0.pt
209,etard_tf64,P17,fcnn,0,etard_tf64:P17:fcnn:seed0,pending,local_checkpoints/gate0_gate2_subject_specific_modelset_etard_full_v1/etard_tf64__P17__fcnn__seed0.pt
210,etard_tf64,P17,dnn,0,etard_tf64:P17:dnn:seed0,pending,local_checkpoints/gate0_gate2_subject_specific_modelset_etard_full_v1/etard_tf64__P17__dnn__seed0.pt
211,etard_tf64,P17,cnn,0,etard_tf64:P17:cnn:seed0,pending,local_checkpoints/gate0_gate2_subject_specific_modelset_etard_full_v1/etard_tf64__P17__cnn__seed0.pt
212,etard_tf64,P17,eegnet,0,etard_tf64:P17:eegnet:seed0,pending,local_checkpoints/gate0_gate2_subject_specific_modelset_etard_full_v1/etard_tf64__P17__eegnet__seed0.pt
213,etard_tf64,P17,adt,0,etard_tf64:P17:adt:seed0,pending,local_checkpoints/gate0_gate2_subject_specific_modelset_etard_full_v1/etard_tf64__P17__adt__seed0.pt
214,etard_tf64,P17,vlaai,0,etard_tf64:P17:vlaai:seed0,pending,local_checkpoints/gate0_gate2_subject_specific_modelset_etard_full_v1/etard_tf64__P17__vlaai__seed0.pt
215,etard_tf64,P17,happyquokka,0,etard_tf64:P17:happyquokka:seed0,pending,local_checkpoints/gate0_gate2_subject_specific_modelset_etard_full_v1/etard_tf64__P17__happyquokka__seed0.pt
216,etard_tf64,P18,linear,0,etard_tf64:P18:linear:seed0,pending,local_checkpoints/gate0_gate2_subject_specific_modelset_etard_full_v1/etard_tf64__P18__linear__seed0.pt
217,etard_tf64,P18,ridge,0,etard_tf64:P18:ridge:seed0,pending,local_checkpoints/gate0_gate2_subject_specific_modelset_etard_full_v1/etard_tf64__P18__ridge__seed0.pt
218,etard_tf64,P18,lasso,0,etard_tf64:P18:lasso:seed0,pending,local_checkpoints/gate0_gate2_subject_specific_modelset_etard_full_v1/etard_tf64__P18__lasso__seed0.pt
219,etard_tf64,P18,elasticnet,0,etard_tf64:P18:elasticnet:seed0,pending,local_checkpoints/gate0_gate2_subject_specific_modelset_etard_full_v1/etard_tf64__P18__elasticnet__seed0.pt
220,etard_tf64,P18,cca,0,etard_tf64:P18:cca:seed0,pending,local_checkpoints/gate0_gate2_subject_specific_modelset_etard_full_v1/etard_tf64__P18__cca__seed0.pt
221,etard_tf64,P18,fcnn,0,etard_tf64:P18:fcnn:seed0,pending,local_checkpoints/gate0_gate2_subject_specific_modelset_etard_full_v1/etard_tf64__P18__fcnn__seed0.pt
222,etard_tf64,P18,dnn,0,etard_tf64:P18:dnn:seed0,pending,local_checkpoints/gate0_gate2_subject_specific_modelset_etard_full_v1/etard_tf64__P18__dnn__seed0.pt
223,etard_tf64,P18,cnn,0,etard_tf64:P18:cnn:seed0,pending,local_checkpoints/gate0_gate2_subject_specific_modelset_etard_full_v1/etard_tf64__P18__cnn__seed0.pt
224,etard_tf64,P18,eegnet,0,etard_tf64:P18:eegnet:seed0,pending,local_checkpoints/gate0_gate2_subject_specific_modelset_etard_full_v1/etard_tf64__P18__eegnet__seed0.pt
225,etard_tf64,P18,adt,0,etard_tf64:P18:adt:seed0,pending,local_checkpoints/gate0_gate2_subject_specific_modelset_etard_full_v1/etard_tf64__P18__adt__seed0.pt
226,etard_tf64,P18,vlaai,0,etard_tf64:P18:vlaai:seed0,pending,local_checkpoints/gate0_gate2_subject_specific_modelset_etard_full_v1/etard_tf64__P18__vlaai__seed0.pt
227,etard_tf64,P18,happyquokka,0,etard_tf64:P18:happyquokka:seed0,pending,local_checkpoints/gate0_gate2_subject_specific_modelset_etard_full_v1/etard_tf64__P18__happyquokka__seed0.pt
228,etard_tf64,P19,linear,0,etard_tf64:P19:linear:seed0,pending,local_checkpoints/gate0_gate2_subject_specific_modelset_etard_full_v1/etard_tf64__P19__linear__seed0.pt
229,etard_tf64,P19,ridge,0,etard_tf64:P19:ridge:seed0,pending,local_checkpoints/gate0_gate2_subject_specific_modelset_etard_full_v1/etard_tf64__P19__ridge__seed0.pt
230,etard_tf64,P19,lasso,0,etard_tf64:P19:lasso:seed0,pending,local_checkpoints/gate0_gate2_subject_specific_modelset_etard_full_v1/etard_tf64__P19__lasso__seed0.pt
231,etard_tf64,P19,elasticnet,0,etard_tf64:P19:elasticnet:seed0,pending,local_checkpoints/gate0_gate2_subject_specific_modelset_etard_full_v1/etard_tf64__P19__elasticnet__seed0.pt
232,etard_tf64,P19,cca,0,etard_tf64:P19:cca:seed0,pending,local_checkpoints/gate0_gate2_subject_specific_modelset_etard_full_v1/etard_tf64__P19__cca__seed0.pt
233,etard_tf64,P19,fcnn,0,etard_tf64:P19:fcnn:seed0,pending,local_checkpoints/gate0_gate2_subject_specific_modelset_etard_full_v1/etard_tf64__P19__fcnn__seed0.pt
234,etard_tf64,P19,dnn,0,etard_tf64:P19:dnn:seed0,pending,local_checkpoints/gate0_gate2_subject_specific_modelset_etard_full_v1/etard_tf64__P19__dnn__seed0.pt
235,etard_tf64,P19,cnn,0,etard_tf64:P19:cnn:seed0,pending,local_checkpoints/gate0_gate2_subject_specific_modelset_etard_full_v1/etard_tf64__P19__cnn__seed0.pt
236,etard_tf64,P19,eegnet,0,etard_tf64:P19:eegnet:seed0,pending,local_checkpoints/gate0_gate2_subject_specific_modelset_etard_full_v1/etard_tf64__P19__eegnet__seed0.pt
237,etard_tf64,P19,adt,0,etard_tf64:P19:adt:seed0,pending,local_checkpoints/gate0_gate2_subject_specific_modelset_etard_full_v1/etard_tf64__P19__adt__seed0.pt
238,etard_tf64,P19,vlaai,0,etard_tf64:P19:vlaai:seed0,pending,local_checkpoints/gate0_gate2_subject_specific_modelset_etard_full_v1/etard_tf64__P19__vlaai__seed0.pt
239,etard_tf64,P19,happyquokka,0,etard_tf64:P19:happyquokka:seed0,pending,local_checkpoints/gate0_gate2_subject_specific_modelset_etard_full_v1/etard_tf64__P19__happyquokka__seed0.pt
