dataset,subject_id,model,seed,protocol,epoch,train_loss,val_score,best_epoch,epochs_completed,is_best_epoch
weissbart_tf64,P00,happyquokka,0,gate0_gate2_vlaai_happyquokka_training_budget_p00_v1,26,0.15086315013468266,0.07575200318048397,25,35,False
weissbart_tf64,P00,happyquokka,0,gate0_gate2_vlaai_happyquokka_training_budget_p00_v1,27,0.12830376997590065,0.07601335489501555,25,35,False
weissbart_tf64,P00,happyquokka,0,gate0_gate2_vlaai_happyquokka_training_budget_p00_v1,28,0.091775456443429,0.13055882826447487,25,35,False
weissbart_tf64,P00,happyquokka,0,gate0_gate2_vlaai_happyquokka_training_budget_p00_v1,29,0.11892779543995857,0.05401762214799722,25,35,False
weissbart_tf64,P00,happyquokka,0,gate0_gate2_vlaai_happyquokka_training_budget_p00_v1,30,0.12170990509912372,0.08883604717751344,25,35,False
weissbart_tf64,P00,happyquokka,0,gate0_gate2_vlaai_happyquokka_training_budget_p00_v1,31,0.07616687007248402,0.08193470494200786,25,35,False
weissbart_tf64,P00,happyquokka,0,gate0_gate2_vlaai_happyquokka_training_budget_p00_v1,32,0.06695892196148634,0.13337630505363146,25,35,False
weissbart_tf64,P00,happyquokka,0,gate0_gate2_vlaai_happyquokka_training_budget_p00_v1,33,0.08692044299095869,0.08184233171244462,25,35,False
weissbart_tf64,P00,happyquokka,0,gate0_gate2_vlaai_happyquokka_training_budget_p00_v1,34,0.08889798726886511,0.06420201578487952,25,35,False
weissbart_tf64,P00,happyquokka,0,gate0_gate2_vlaai_happyquokka_training_budget_p00_v1,35,0.12437281757593155,0.09145882005492846,25,35,False
